case,age,sex,hispanic,race1,race2,race3,race4,race5,zip,licstate,drhgt_in,weight,noncdl,noncdltype,x,y
128,32,1,1.0,,,,,,98501.0,53,66.0,165.0,6.0,1.0,46.974504,-122.875987
129,65,1,0.0,,,,,,98028.0,53,67.0,140.0,6.0,1.0,47.755665,-122.248061
130,70,1,7.0,,,,,,98363.0,53,74.0,200.0,6.0,1.0,48.003791,-123.823238
131,999,1,0.0,,,,,,99999.0,99,,999.0,9.0,9.0,,
131,67,2,7.0,,,,,,98404.0,53,60.0,119.0,6.0,1.0,47.208981,-122.411638
132,23,1,1.0,,,,,,98168.0,53,69.0,150.0,1.0,1.0,47.489569,-122.29996
133,68,1,7.0,,,,,,98117.0,53,70.0,150.0,6.0,1.0,47.687761,-122.38487
134,22,1,1.0,,,,,,98277.0,53,69.0,200.0,6.0,1.0,48.316859,-122.622619
135,56,2,7.0,,,,,,0.0,95,,999.0,9.0,9.0,,
135,51,1,0.0,,,,,,99999.0,95,,999.0,9.0,9.0,,
136,51,1,0.0,,,,,,99001.0,53,72.0,210.0,6.0,1.0,47.63649,-117.586305
136,57,2,7.0,,,,,,99117.0,53,63.0,150.0,6.0,1.0,47.722069,-118.532002
137,40,1,0.0,,,,,,99344.0,53,71.0,255.0,6.0,1.0,46.820069,-119.178054
137,57,1,1.0,,,,,,99343.0,53,67.0,240.0,6.0,1.0,46.593609,-119.180088
138,38,2,0.0,,,,,,97212.0,41,69.0,160.0,6.0,1.0,45.544236,-122.643468
139,28,1,7.0,,,,,,98597.0,53,75.0,215.0,6.0,1.0,46.844426,-122.492804
139,61,2,0.0,,,,,,98580.0,53,65.0,180.0,6.0,1.0,46.998953,-122.521882
140,88,1,7.0,,,,,,99301.0,53,69.0,160.0,6.0,1.0,46.379233,-118.953781
140,38,1,0.0,,,,,,99301.0,53,69.0,210.0,6.0,1.0,46.379233,-118.953781
141,58,1,7.0,,,,,,98674.0,53,69.0,180.0,6.0,1.0,45.951267,-122.665541
142,38,1,7.0,,,,,,98682.0,53,70.0,160.0,6.0,1.0,45.673209,-122.481745
143,77,1,0.0,,,,,,99336.0,53,70.0,215.0,6.0,1.0,46.21405,-119.175728
144,47,2,0.0,,,,,,98274.0,53,62.0,165.0,6.0,1.0,48.348771,-122.145467
145,33,1,7.0,,,,,,99223.0,53,64.0,200.0,1.0,1.0,47.589407,-117.344623
146,46,1,7.0,,,,,,99029.0,53,71.0,240.0,6.0,1.0,47.693841,-117.831006
146,66,2,0.0,,,,,,83869.0,16,64.0,155.0,6.0,1.0,47.982344,-116.892359
146,70,2,0.0,,,,,,99134.0,53,65.0,170.0,6.0,1.0,47.398104,-118.277666
147,47,1,0.0,,,,,,98340.0,53,67.0,145.0,6.0,1.0,47.910095,-122.57106
147,52,1,0.0,,,,,,98325.0,53,71.0,185.0,6.0,1.0,47.966641,-122.759706
147,65,1,0.0,,,,,,98370.0,53,69.0,185.0,6.0,1.0,47.753859,-122.626792
147,65,2,7.0,,,,,,98365.0,53,68.0,245.0,6.0,1.0,47.884858,-122.701425
147,64,2,0.0,,,,,,77025.0,48,,999.0,6.0,1.0,29.685706,-95.434764
147,40,1,0.0,,,,,,98357.0,53,72.0,260.0,6.0,1.0,48.333855,-124.635404
148,51,1,7.0,,,,,,98513.0,53,69.0,180.0,1.0,1.0,46.97703,-122.733942
149,24,1,7.0,,,,,,98661.0,53,,999.0,1.0,1.0,45.640067,-122.625018
150,56,2,7.0,,,,,,99206.0,53,65.0,128.0,6.0,1.0,47.629296,-117.254657
151,29,1,0.0,,,,,,99301.0,53,66.0,154.0,1.0,1.0,46.379233,-118.953781
151,55,1,7.0,,,,,,98901.0,53,64.0,230.0,6.0,1.0,46.722625,-120.406039
152,40,1,0.0,,,,,,99336.0,53,67.0,200.0,6.0,1.0,46.21405,-119.175728
152,22,1,7.0,,,,,,99337.0,53,72.0,205.0,6.0,1.0,46.073223,-119.09074
153,38,1,0.0,,,,,,98926.0,53,65.0,160.0,6.0,1.0,47.014195,-120.458691
153,86,1,7.0,,,,,,98333.0,53,70.0,200.0,6.0,1.0,47.257686,-122.646552
154,75,1,7.0,,,,,,83854.0,16,71.0,161.0,6.0,1.0,47.71934,-116.967308
155,45,1,7.0,,,,,,98550.0,53,65.0,190.0,6.0,1.0,47.093788,-123.925662
156,70,1,0.0,,,,,,98499.0,53,70.0,140.0,6.0,1.0,47.168693,-122.503347
157,64,1,0.0,,,,,,98466.0,53,69.0,185.0,6.0,1.0,47.224432,-122.541082
157,75,2,7.0,,,,,,98409.0,53,68.0,175.0,6.0,1.0,47.210957,-122.481577
158,30,1,7.0,,,,,,98284.0,53,69.0,290.0,1.0,1.0,48.546832,-122.135222
159,23,1,7.0,,,,,,30087.0,13,71.0,165.0,6.0,1.0,33.805871,-84.126928
160,48,2,0.0,,,,,,98848.0,53,65.0,160.0,6.0,1.0,47.168643,-119.842939
161,95,2,7.0,,,,,,98245.0,53,65.0,160.0,6.0,1.0,48.619663,-122.87177
161,56,1,0.0,,,,,,98277.0,53,74.0,210.0,6.0,1.0,48.316859,-122.622619
162,53,1,0.0,,,,,,98684.0,41,69.0,170.0,6.0,1.0,45.630556,-122.514839
162,51,1,7.0,,,,,,98642.0,53,69.0,227.0,6.0,1.0,45.807695,-122.693908
162,61,2,0.0,,,,,,97431.0,41,66.0,148.0,6.0,1.0,43.869538,-122.84149
163,29,1,0.0,,,,,,98230.0,53,69.0,180.0,1.0,1.0,48.953455,-122.705013
165,63,1,0.0,,,,,,98445.0,53,74.0,210.0,6.0,1.0,47.139967,-122.409902
165,20,1,7.0,,,,,,70748.0,22,72.0,140.0,6.0,1.0,30.817729,-91.193986
166,81,1,7.0,,,,,,98836.0,53,69.0,141.0,6.0,1.0,47.471923,-120.438475
166,30,1,0.0,,,,,,98801.0,53,69.0,170.0,6.0,1.0,47.423594,-120.336633
167,28,2,7.0,,,,,,98272.0,53,65.0,160.0,6.0,1.0,47.848583,-121.894899
167,59,1,0.0,,,,,,98908.0,53,68.0,160.0,6.0,1.0,46.615206,-120.724113
168,19,1,7.0,,,,,,99208.0,53,74.0,190.0,6.0,1.0,47.788172,-117.480897
169,41,1,0.0,,,,,,98092.0,53,73.0,200.0,0.0,0.0,47.287074,-122.113839
170,56,1,7.0,,,,,,98372.0,53,71.0,180.0,1.0,1.0,47.205607,-122.266088
170,31,1,0.0,,,,,,98092.0,53,65.0,190.0,6.0,1.0,47.287074,-122.113839
170,35,2,0.0,,,,,,98404.0,53,61.0,180.0,1.0,1.0,47.208981,-122.411638
171,41,2,0.0,,,,,,83854.0,16,65.0,120.0,6.0,1.0,47.71934,-116.967308
172,29,1,7.0,,,,,,98391.0,53,71.0,185.0,6.0,1.0,47.177102,-122.166177
172,65,1,0.0,,,,,,98513.0,53,76.0,230.0,6.0,1.0,46.97703,-122.733942
173,30,1,7.0,,,,,,98247.0,53,72.0,275.0,6.0,1.0,48.911829,-122.330175
174,26,1,1.0,,,,,,98042.0,53,64.0,168.0,6.0,1.0,47.367737,-122.117029
175,54,1,0.0,,,,,,98671.0,53,68.0,170.0,6.0,1.0,45.61442,-122.238447
176,60,1,7.0,,,,,,98201.0,53,74.0,180.0,6.0,1.0,48.006311,-122.210044
177,42,2,7.0,,,,,,99361.0,53,66.0,250.0,6.0,1.0,46.236551,-118.143839
177,69,2,7.0,,,,,,97487.0,41,69.0,180.0,6.0,1.0,43.988768,-123.38721
177,53,1,0.0,,,,,,64759.0,29,74.0,235.0,6.0,1.0,37.52122,-94.25704
178,36,1,1.0,,,,,,98418.0,53,68.0,150.0,6.0,1.0,47.223229,-122.446523
179,30,1,7.0,,,,,,98249.0,53,70.0,145.0,6.0,1.0,48.014236,-122.542794
179,37,1,0.0,,,,,,98249.0,53,72.0,280.0,1.0,1.0,48.014236,-122.542794
180,49,1,0.0,,,,,,98664.0,53,69.0,230.0,6.0,1.0,45.61951,-122.577179
181,28,1,7.0,,,,,,70125.0,22,69.0,240.0,6.0,1.0,29.952072,-90.10331
181,16,2,0.0,,,,,,98532.0,53,62.0,120.0,6.0,2.0,46.62629,-123.052671
182,18,1,0.0,,,,,,98110.0,53,71.0,145.0,6.0,1.0,47.646967,-122.534561
183,28,1,7.0,,,,,,98106.0,53,72.0,163.0,1.0,1.0,47.544034,-122.349874
184,47,1,0.0,,,,,,98103.0,53,71.0,160.0,1.0,1.0,47.678255,-122.338152
185,63,2,0.0,,,,,,98422.0,53,65.0,180.0,1.0,1.0,47.290368,-122.392395
185,39,1,0.0,,,,,,98323.0,53,75.0,200.0,6.0,1.0,47.043116,-121.827633
186,57,1,7.0,,,,,,98177.0,53,75.0,225.0,6.0,1.0,47.742239,-122.376608
187,37,1,0.0,,,,,,98373.0,53,74.0,280.0,6.0,1.0,47.148479,-122.324136
188,76,1,7.0,,,,,,98503.0,53,72.0,205.0,6.0,1.0,47.022032,-122.797103
189,49,2,7.0,,,,,,98116.0,53,67.0,200.0,6.0,1.0,47.574245,-122.400222
190,21,1,0.0,,,,,,98271.0,53,71.0,190.0,1.0,1.0,48.089968,-122.237681
190,52,1,7.0,,,,,,98252.0,53,72.0,220.0,6.0,1.0,48.07256,-121.689606
191,25,2,0.0,,,,,,98503.0,53,67.0,205.0,6.0,1.0,47.022032,-122.797103
192,41,1,7.0,,,,,,98455.0,53,72.0,175.0,6.0,1.0,,
193,70,1,7.0,,,,,,98241.0,53,72.0,200.0,6.0,1.0,48.203972,-121.140144
194,38,1,0.0,,,,,,98312.0,53,67.0,200.0,6.0,1.0,47.573702,-122.786447
194,18,2,0.0,,,,,,98383.0,53,72.0,140.0,6.0,1.0,47.661688,-122.715469
195,20,1,0.0,,,,,,98223.0,53,71.0,160.0,6.0,1.0,48.21712,-121.95354
195,73,1,0.0,,,,,,98284.0,53,77.0,232.0,6.0,1.0,48.546832,-122.135222
196,35,1,7.0,,,,,,98404.0,53,68.0,170.0,6.0,1.0,47.208981,-122.411638
197,28,1,7.0,,,,,,99163.0,53,68.0,135.0,6.0,1.0,46.730331,-117.218027
197,54,1,0.0,,,,,,98188.0,53,70.0,200.0,6.0,1.0,47.446413,-122.272098
198,35,1,7.0,,,,,,98074.0,53,71.0,190.0,6.0,1.0,47.622542,-122.04421
198,46,2,0.0,,,,,,98908.0,53,66.0,120.0,6.0,1.0,46.615206,-120.724113
199,30,1,7.0,,,,,,98664.0,53,70.0,170.0,1.0,1.0,45.61951,-122.577179
200,26,1,0.0,,,,,,98512.0,53,75.0,250.0,6.0,1.0,46.975003,-123.063616
200,50,2,0.0,,,,,,98506.0,53,74.0,230.0,6.0,1.0,47.108292,-122.870623
201,32,2,7.0,,,,,,98942.0,53,68.0,175.0,6.0,1.0,46.801335,-120.66481
202,43,2,0.0,,,,,,98038.0,53,66.0,130.0,6.0,1.0,47.419378,-121.958008
202,54,1,7.0,,,,,,98058.0,53,72.0,153.0,6.0,1.0,47.442737,-122.123973
202,35,1,0.0,,,,,,98055.0,53,74.0,235.0,6.0,1.0,47.446982,-122.201521
203,21,1,1.0,,,,,,98247.0,53,70.0,135.0,1.0,1.0,48.911829,-122.330175
204,19,1,1.0,,,,,,98270.0,53,67.0,152.0,1.0,1.0,48.056723,-122.146904
205,19,2,7.0,,,,,,98382.0,53,70.0,175.0,6.0,1.0,48.023189,-123.106245
205,22,1,0.0,,,,,,98362.0,53,72.0,160.0,6.0,1.0,47.930621,-123.365101
206,18,1,1.0,,,,,,98801.0,53,68.0,140.0,1.0,1.0,47.423594,-120.336633
207,27,1,1.0,,,,,,98106.0,53,66.0,130.0,1.0,1.0,47.544034,-122.349874
207,55,2,1.0,,,,,,98290.0,53,64.0,165.0,6.0,1.0,47.955367,-121.978502
207,45,2,0.0,,,,,,98801.0,53,66.0,130.0,6.0,1.0,47.423594,-120.336633
207,25,2,0.0,,,,,,98272.0,53,67.0,170.0,6.0,1.0,47.848583,-121.894899
208,32,1,7.0,,,,,,98092.0,53,65.0,194.0,6.0,1.0,47.287074,-122.113839
209,46,1,7.0,,,,,,98671.0,53,74.0,235.0,6.0,1.0,45.61442,-122.238447
210,46,1,7.0,,,,,,98409.0,53,72.0,195.0,6.0,1.0,47.210957,-122.481577
210,17,1,0.0,,,,,,98374.0,53,70.0,125.0,6.0,2.0,47.12908,-122.263923
211,28,1,1.0,,,,,,98023.0,53,67.0,175.0,6.0,1.0,47.311491,-122.36281
212,64,2,0.0,,,,,,99320.0,53,62.0,200.0,6.0,1.0,46.265888,-119.487243
213,46,1,7.0,,,,,,98105.0,53,74.0,175.0,6.0,1.0,47.659861,-122.284977
214,40,1,7.0,,,,,,98901.0,53,70.0,215.0,6.0,1.0,46.722625,-120.406039
214,19,2,0.0,,,,,,98942.0,53,62.0,107.0,6.0,1.0,46.801335,-120.66481
214,24,1,0.0,,,,,,98901.0,53,70.0,185.0,6.0,1.0,46.722625,-120.406039
215,68,1,7.0,,,,,,99156.0,53,69.0,235.0,6.0,1.0,48.185851,-117.196814
216,17,1,1.0,,,,,,98108.0,53,69.0,135.0,6.0,2.0,47.534862,-122.305794
217,30,2,0.0,,,,,,98233.0,53,64.0,140.0,0.0,0.0,48.500911,-122.345655
218,34,1,0.0,,,,,,98512.0,53,75.0,280.0,6.0,1.0,46.975003,-123.063616
219,50,1,0.0,,,,,,98391.0,53,67.0,210.0,6.0,1.0,47.177102,-122.166177
220,48,1,7.0,,,,,,97214.0,41,68.0,210.0,6.0,1.0,45.514672,-122.643014
221,46,1,0.0,,,,,,98837.0,53,70.0,230.0,6.0,1.0,47.149902,-119.305972
222,16,2,7.0,,,,,,99205.0,53,67.0,150.0,6.0,7.0,47.696825,-117.444879
222,27,1,0.0,,,,,,83815.0,16,75.0,200.0,6.0,1.0,47.726282,-116.789948
223,73,1,7.0,,,,,,98270.0,53,72.0,202.0,6.0,1.0,48.056723,-122.146904
224,29,2,0.0,,,,,,98328.0,53,63.0,120.0,0.0,0.0,46.86589,-122.157916
225,31,2,1.0,,,,,,98857.0,53,64.0,239.0,6.0,1.0,46.982733,-119.057609
225,29,1,0.0,,,,,,99344.0,53,69.0,205.0,6.0,1.0,46.820069,-119.178054
226,44,1,7.0,,,,,,98953.0,53,70.0,220.0,6.0,1.0,46.442291,-120.226815
227,34,1,0.0,,,,,,98272.0,53,71.0,160.0,6.0,1.0,47.848583,-121.894899
228,21,1,0.0,,,,,,98248.0,53,67.0,145.0,6.0,1.0,48.864419,-122.619419
228,22,1,0.0,,,,,,0.0,95,,999.0,9.0,9.0,,
229,69,1,7.0,,,,,,98282.0,53,75.0,240.0,6.0,1.0,48.213258,-122.500085
229,50,1,0.0,,,,,,98203.0,53,72.0,240.0,6.0,1.0,47.945519,-122.231096
230,48,2,0.0,,,,,,99016.0,53,60.0,145.0,6.0,1.0,47.597285,-117.121042
231,26,1,0.0,,,,,,98801.0,53,,999.0,0.0,0.0,47.423594,-120.336633
231,24,2,1.0,,,,,,98848.0,53,64.0,200.0,6.0,1.0,47.168643,-119.842939
232,19,1,1.0,,,,,,98849.0,53,63.0,160.0,6.0,1.0,48.54099,-119.409523
232,30,1,0.0,,,,,,98848.0,53,68.0,180.0,6.0,1.0,47.168643,-119.842939
233,50,2,0.0,,,,,,98178.0,53,61.0,130.0,1.0,1.0,47.499387,-122.243852
234,54,1,7.0,,,,,,98445.0,53,74.0,240.0,6.0,1.0,47.139967,-122.409902
234,40,1,0.0,,,,,,98387.0,53,72.0,215.0,6.0,1.0,47.060925,-122.388908
235,85,1,0.0,,,,,,98926.0,53,74.0,220.0,1.0,1.0,47.014195,-120.458691
236,30,1,0.0,,,,,,0.0,95,,999.0,9.0,9.0,,
236,64,2,7.0,,,,,,98271.0,53,69.0,190.0,6.0,1.0,48.089968,-122.237681
236,71,1,0.0,,,,,,98026.0,53,72.0,200.0,6.0,1.0,47.840735,-122.33266
237,48,1,7.0,,,,,,98406.0,53,70.0,223.0,1.0,1.0,47.264107,-122.512591
237,40,2,0.0,,,,,,98444.0,53,66.0,130.0,6.0,1.0,47.153041,-122.448831
237,68,2,0.0,,,,,,98444.0,53,61.0,132.0,6.0,1.0,47.153041,-122.448831
238,56,1,0.0,,,,,,98241.0,53,60.0,180.0,1.0,1.0,48.203972,-121.140144
238,30,2,0.0,,,,,,97322.0,41,66.0,270.0,6.0,1.0,44.627553,-123.017613
238,16,1,0.0,,,,,,98274.0,53,65.0,122.0,1.0,2.0,48.348771,-122.145467
238,51,2,0.0,,,,,,98282.0,53,69.0,190.0,6.0,1.0,48.213258,-122.500085
238,40,2,0.0,,,,,,98223.0,53,64.0,115.0,6.0,1.0,48.21712,-121.95354
239,26,2,0.0,,,,,,98664.0,53,65.0,200.0,1.0,1.0,45.61951,-122.577179
240,21,1,0.0,,,,,,98632.0,53,68.0,140.0,6.0,1.0,46.209509,-123.056153
241,33,2,0.0,,,,,,98506.0,53,66.0,140.0,6.0,1.0,47.108292,-122.870623
242,26,1,7.0,,,,,,98177.0,53,68.0,182.0,6.0,1.0,47.742239,-122.376608
242,26,1,7.0,,,,,,98177.0,53,79.0,235.0,6.0,1.0,47.742239,-122.376608
242,55,1,0.0,,,,,,46227.0,18,62.0,200.0,6.0,1.0,39.674763,-86.132676
242,52,1,0.0,,,,,,98105.0,53,72.0,200.0,6.0,1.0,47.659861,-122.284977
243,30,1,7.0,,,,,,98951.0,53,71.0,215.0,1.0,1.0,46.456028,-120.513604
243,42,1,0.0,,,,,,98936.0,53,70.0,240.0,6.0,1.0,46.538212,-120.1437
244,36,2,0.0,,,,,,98499.0,53,66.0,410.0,6.0,1.0,47.168693,-122.503347
245,53,1,7.0,,,,,,99166.0,53,75.0,265.0,6.0,1.0,48.575363,-118.664374
245,31,1,0.0,,,,,,98104.0,53,66.0,200.0,6.0,1.0,47.601884,-122.329459
246,30,1,7.0,,,,,,98311.0,53,71.0,180.0,6.0,1.0,47.631197,-122.631017
247,34,1,0.0,,,,,,93140.0,6,69.0,208.0,0.0,0.0,,
247,57,1,7.0,,,,,,98001.0,53,68.0,160.0,6.0,1.0,47.310617,-122.263291
248,29,1,0.0,,,,,,98335.0,53,63.0,140.0,6.0,1.0,47.296947,-122.623661
249,35,1,7.0,,,,,,99207.0,53,70.0,170.0,6.0,1.0,47.68875,-117.387464
250,46,1,7.0,,,,,,98531.0,53,70.0,175.0,6.0,1.0,46.730437,-122.902774
251,75,1,0.0,,,,,,99216.0,53,72.0,200.0,6.0,1.0,47.686363,-117.216681
251,65,1,7.0,,,,,,83854.0,16,67.0,180.0,6.0,1.0,47.71934,-116.967308
252,28,1,7.0,,,,,,98087.0,53,72.0,220.0,6.0,1.0,47.860085,-122.267238
252,44,1,0.0,,,,,,98023.0,53,66.0,175.0,6.0,1.0,47.311491,-122.36281
253,42,2,0.0,,,,,,99138.0,53,61.0,120.0,6.0,1.0,48.205843,-118.395823
253,22,1,7.0,,,,,,83864.0,16,70.0,130.0,6.0,1.0,48.476674,-116.514487
254,30,1,7.0,,,,,,98208.0,53,69.0,200.0,6.0,1.0,47.901777,-122.186999
255,33,1,0.0,,,,,,98223.0,53,70.0,220.0,1.0,1.0,48.21712,-121.95354
256,21,1,0.0,,,,,,98003.0,53,69.0,178.0,6.0,1.0,47.304801,-122.316969
256,56,2,0.0,,,,,,98003.0,53,64.0,165.0,6.0,1.0,47.304801,-122.316969
257,74,1,7.0,,,,,,98292.0,53,72.0,210.0,6.0,1.0,48.216792,-122.31439
258,24,1,7.0,,,,,,98312.0,53,73.0,390.0,6.0,1.0,47.573702,-122.786447
258,68,1,0.0,,,,,,98312.0,53,71.0,200.0,6.0,1.0,47.573702,-122.786447
259,23,2,7.0,,,,,,98312.0,53,66.0,140.0,6.0,1.0,47.573702,-122.786447
260,79,1,7.0,,,,,,98604.0,53,71.0,210.0,6.0,1.0,45.805747,-122.510777
261,52,1,7.0,,,,,,98248.0,53,71.0,235.0,6.0,1.0,48.864419,-122.619419
261,46,1,0.0,,,,,,98284.0,53,67.0,195.0,6.0,1.0,48.546832,-122.135222
262,39,1,7.0,,,,,,98403.0,53,73.0,210.0,1.0,1.0,47.265966,-122.458532
263,18,1,7.0,,,,,,99155.0,53,72.0,300.0,6.0,1.0,48.249063,-118.965682
264,29,1,7.0,,,,,,99169.0,53,76.0,185.0,6.0,1.0,47.105898,-118.340218
264,59,1,0.0,,,,,,98338.0,53,69.0,190.0,6.0,1.0,47.034316,-122.276854
264,43,1,0.0,,,,,,99344.0,53,69.0,200.0,6.0,1.0,46.820069,-119.178054
265,21,1,0.0,,,,,,99403.0,53,75.0,240.0,6.0,1.0,46.362367,-117.282597
266,51,1,7.0,,,,,,98312.0,53,71.0,220.0,6.0,1.0,47.573702,-122.786447
267,27,1,1.0,,,,,,99336.0,53,65.0,180.0,6.0,1.0,46.21405,-119.175728
268,51,2,0.0,,,,,,99208.0,53,66.0,135.0,6.0,1.0,47.788172,-117.480897
269,19,1,7.0,,,,,,98541.0,53,67.0,130.0,6.0,1.0,47.060731,-123.389742
270,22,2,7.0,,,,,,99337.0,53,63.0,240.0,6.0,1.0,46.073223,-119.09074
271,26,1,0.0,,,,,,98311.0,53,69.0,160.0,6.0,1.0,47.631197,-122.631017
272,34,2,7.0,,,,,,98846.0,53,63.0,102.0,6.0,1.0,48.014734,-119.971145
273,37,1,0.0,,,,,,98387.0,53,72.0,196.0,3.0,1.0,47.060925,-122.388908
274,68,1,0.0,,,,,,98038.0,53,74.0,220.0,6.0,1.0,47.419378,-121.958008
274,50,1,7.0,,,,,,98032.0,53,68.0,200.0,6.0,1.0,47.391942,-122.257192
275,51,1,7.0,,,,,,98404.0,53,69.0,215.0,6.0,1.0,47.208981,-122.411638
276,36,2,0.0,,,,,,98037.0,53,65.0,150.0,6.0,1.0,47.839223,-122.285464
276,59,1,0.0,,,,,,90620.0,6,69.0,160.0,6.0,1.0,33.845223,-118.015292
277,25,2,7.0,,,,,,98597.0,53,66.0,150.0,6.0,1.0,46.844426,-122.492804
277,54,1,0.0,,,,,,98391.0,53,75.0,285.0,6.0,1.0,47.177102,-122.166177
277,20,1,0.0,,,,,,98374.0,53,69.0,150.0,6.0,1.0,47.12908,-122.263923
277,27,2,0.0,,,,,,98422.0,53,66.0,164.0,6.0,1.0,47.290368,-122.392395
278,37,1,0.0,,,,,,98404.0,53,70.0,220.0,6.0,1.0,47.208981,-122.411638
279,32,1,7.0,,,,,,98663.0,53,69.0,175.0,6.0,1.0,45.657396,-122.662726
280,29,1,0.0,,,,,,98837.0,53,71.0,168.0,6.0,1.0,47.149902,-119.305972
281,20,1,0.0,,,,,,98240.0,53,74.0,158.0,1.0,1.0,48.948225,-122.620684
282,44,2,7.0,,,,,,98840.0,53,65.0,135.0,6.0,1.0,48.315129,-119.579942
283,25,1,2.0,,,,,,1060.0,25,64.0,999.0,6.0,1.0,42.321488,-72.630588
284,20,1,0.0,,,,,,98274.0,53,69.0,146.0,6.0,1.0,48.348771,-122.145467
284,22,1,7.0,,,,,,98292.0,53,72.0,130.0,6.0,1.0,48.216792,-122.31439
284,46,1,0.0,,,,,,98225.0,53,68.0,170.0,6.0,1.0,48.75094,-122.501286
284,26,1,0.0,,,,,,98155.0,53,72.0,160.0,6.0,1.0,47.754413,-122.300477
284,25,8,0.0,,,,,,0.0,95,,999.0,9.0,9.0,,
285,33,1,2.0,,,,,,98030.0,53,67.0,225.0,1.0,1.0,47.367214,-122.198051
285,31,1,0.0,,,,,,98058.0,53,76.0,215.0,6.0,1.0,47.442737,-122.123973
286,22,1,1.0,,,,,,98032.0,53,75.0,180.0,6.0,1.0,47.391942,-122.257192
287,51,1,6.0,,,,,,98056.0,53,67.0,175.0,6.0,1.0,47.512527,-122.190248
288,36,1,0.0,,,,,,98387.0,53,69.0,215.0,1.0,1.0,47.060925,-122.388908
289,21,1,0.0,,,,,,98831.0,53,68.0,188.0,6.0,1.0,47.95974,-120.103201
290,73,2,0.0,,,,,,98223.0,53,66.0,145.0,6.0,1.0,48.21712,-121.95354
290,58,1,7.0,,,,,,98043.0,53,68.0,185.0,6.0,1.0,47.791111,-122.30779
290,42,1,0.0,,,,,,98223.0,53,72.0,175.0,6.0,1.0,48.21712,-121.95354
290,29,2,0.0,,,,,,98223.0,53,61.0,115.0,6.0,1.0,48.21712,-121.95354
291,26,8,7.0,,,,,,98168.0,53,71.0,230.0,1.0,1.0,47.489569,-122.29996
292,38,2,0.0,,,,,,99362.0,53,62.0,140.0,6.0,1.0,46.101083,-118.313609
292,27,2,0.0,,,,,,97862.0,41,64.0,190.0,6.0,1.0,45.922063,-118.316063
292,24,2,0.0,,,,,,97886.0,41,61.0,109.0,6.0,1.0,45.802308,-118.27241
292,23,2,6.0,,,,,,99362.0,53,66.0,180.0,6.0,1.0,46.101083,-118.313609
293,49,1,7.0,,,,,,98038.0,53,69.0,190.0,1.0,1.0,47.419378,-121.958008
293,21,1,0.0,,,,,,99224.0,53,72.0,190.0,6.0,1.0,47.65241,-117.526046
293,34,2,0.0,,,,,,98199.0,53,61.0,140.0,6.0,1.0,47.651371,-122.407349
293,20,2,0.0,,,,,,98198.0,53,63.0,120.0,6.0,1.0,47.391319,-122.314971
295,75,2,7.0,,,,,,98926.0,53,63.0,75.0,6.0,1.0,47.014195,-120.458691
296,21,1,0.0,,,,,,98056.0,53,69.0,145.0,6.0,1.0,47.512527,-122.190248
297,51,1,0.0,,,,,,98103.0,53,72.0,230.0,6.0,1.0,47.678255,-122.338152
297,60,1,0.0,,,,,,99114.0,53,71.0,195.0,6.0,1.0,48.655198,-117.735834
298,999,8,0.0,,,,,,99999.0,99,,999.0,9.0,9.0,,
298,30,2,0.0,,,,,,98823.0,53,62.0,180.0,6.0,8.0,47.308654,-119.649345
299,47,1,7.0,,,,,,98418.0,53,71.0,180.0,6.0,1.0,47.223229,-122.446523
299,17,2,0.0,,,,,,98168.0,53,60.0,100.0,6.0,2.0,47.489569,-122.29996
301,22,1,0.0,,,,,,98632.0,53,75.0,248.0,6.0,1.0,46.209509,-123.056153
301,58,1,7.0,,,,,,98682.0,53,73.0,195.0,6.0,1.0,45.673209,-122.481745
301,56,1,0.0,,,,,,98382.0,53,71.0,195.0,6.0,1.0,48.023189,-123.106245
302,15,2,0.0,,,,,,98951.0,53,62.0,150.0,0.0,0.0,46.456028,-120.513604
302,25,1,0.0,,,,,,98952.0,53,75.0,180.0,6.0,1.0,46.356211,-120.763066
303,39,1,0.0,,,,,,98944.0,99,,999.0,9.0,9.0,46.497628,-119.626676
303,43,1,1.0,,,,,,98903.0,53,65.0,182.0,6.0,1.0,46.543655,-121.023317
304,62,1,7.0,,,,,,98566.0,53,69.0,155.0,6.0,1.0,,
305,42,1,7.0,,,,,,98092.0,53,72.0,240.0,6.0,1.0,47.287074,-122.113839
306,57,1,7.0,,,,,,99354.0,53,71.0,165.0,6.0,1.0,46.331677,-119.299782
307,45,1,0.0,,,,,,98375.0,53,71.0,230.0,6.0,1.0,47.103181,-122.333406
307,49,2,0.0,,,,,,98027.0,53,67.0,168.0,6.0,1.0,47.493732,-121.998724
307,41,1,0.0,,,,,,98006.0,53,67.0,190.0,6.0,1.0,47.557627,-122.151005
307,56,1,0.0,,,,,,98030.0,53,73.0,255.0,6.0,1.0,47.367214,-122.198051
308,26,2,0.0,,,,,,98272.0,53,68.0,200.0,6.0,1.0,47.848583,-121.894899
309,55,1,0.0,,,,,,98092.0,53,67.0,150.0,6.0,1.0,47.287074,-122.113839
310,61,1,7.0,,,,,,98372.0,53,71.0,350.0,6.0,1.0,47.205607,-122.266088
311,62,1,0.0,,,,,,98290.0,53,71.0,260.0,6.0,1.0,47.955367,-121.978502
312,999,8,0.0,,,,,,99999.0,99,,999.0,9.0,9.0,,
313,28,2,7.0,,,,,,84606.0,49,64.0,110.0,6.0,1.0,40.21444,-111.625543
