case,age,sex,hispanic,race1,race2,race3,race4,race5,zip,licstate,drhgt_in,weight,noncdl,noncdltype,x,y
381,999,8,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
382,79,1,0.0,0.0,,,,,98027.0,53,66.0,195.0,6.0,1.0,47.493732,-121.998724
382,71,1,7.0,1.0,,,,,98033.0,53,72.0,165.0,6.0,1.0,47.675982,-122.193578
382,29,1,0.0,0.0,,,,,98033.0,53,61.0,120.0,6.0,1.0,47.675982,-122.193578
382,30,1,0.0,0.0,,,,,98115.0,53,73.0,200.0,6.0,1.0,47.685746,-122.281589
383,72,2,0.0,0.0,,,,,98375.0,53,61.0,142.0,6.0,1.0,47.103181,-122.333406
384,63,1,7.0,1.0,,,,,98002.0,53,72.0,180.0,1.0,1.0,47.308286,-122.216812
384,54,2,0.0,0.0,,,,,98001.0,53,67.0,160.0,6.0,1.0,47.310617,-122.263291
385,49,1,1.0,1.0,,,,,98034.0,53,71.0,200.0,6.0,1.0,47.715769,-122.213748
385,77,1,0.0,0.0,,,,,98075.0,53,73.0,220.0,6.0,1.0,47.586092,-122.037436
386,82,2,7.0,1.0,,,,,98038.0,53,64.0,160.0,6.0,1.0,47.419378,-121.958008
386,31,1,0.0,0.0,,,,,98321.0,53,70.0,165.0,6.0,1.0,47.152606,-122.071738
387,28,1,0.0,0.0,,,,,98032.0,53,71.0,165.0,6.0,1.0,47.391942,-122.257192
388,34,1,7.0,1.0,,,,,98597.0,53,70.0,190.0,6.0,1.0,46.844426,-122.492804
389,61,1,7.0,1.0,,,,,98908.0,53,70.0,200.0,6.0,1.0,46.615206,-120.724113
390,56,1,7.0,18.0,,,,,99354.0,53,68.0,200.0,6.0,1.0,46.331677,-119.299782
390,45,1,0.0,0.0,,,,,99353.0,53,68.0,165.0,6.0,1.0,46.313808,-119.387768
391,59,1,0.0,0.0,,,,,97203.0,41,68.0,170.0,6.0,1.0,45.603549,-122.737905
392,25,1,0.0,0.0,,,,,98620.0,53,73.0,155.0,6.0,1.0,45.874447,-120.77583
393,54,2,7.0,1.0,,,,,98531.0,53,63.0,171.0,1.0,1.0,46.730437,-122.902774
394,25,1,0.0,0.0,,,,,98541.0,53,70.0,200.0,6.0,1.0,47.060731,-123.389742
395,19,2,6.0,1.0,,,,,98520.0,53,64.0,112.0,0.0,0.0,47.205638,-123.754329
396,22,2,0.0,0.0,,,,,98312.0,53,63.0,130.0,1.0,1.0,47.573702,-122.786447
396,32,1,7.0,1.0,,,,,98351.0,53,73.0,145.0,6.0,1.0,47.199661,-122.774258
397,55,1,0.0,0.0,,,,,98325.0,53,72.0,220.0,6.0,1.0,47.966641,-122.759706
398,76,2,0.0,0.0,,,,,0.0,95,,999.0,9.0,9.0,,
398,57,1,7.0,1.0,,,,,99141.0,53,71.0,230.0,6.0,1.0,48.73699,-118.138691
399,58,1,7.0,1.0,,,,,98632.0,53,73.0,208.0,6.0,1.0,46.209509,-123.056153
400,21,2,0.0,0.0,,,,,99223.0,53,67.0,140.0,6.0,2.0,47.589407,-117.344623
401,51,1,0.0,0.0,,,,,98383.0,53,67.0,235.0,6.0,1.0,47.661688,-122.715469
401,18,2,7.0,1.0,,,,,98311.0,53,62.0,115.0,6.0,1.0,47.631197,-122.631017
402,55,1,7.0,1.0,,,,,98802.0,53,70.0,190.0,1.0,1.0,47.48609,-120.180328
402,44,1,0.0,0.0,,,,,98801.0,53,72.0,170.0,6.0,1.0,47.423594,-120.336633
402,24,1,0.0,0.0,,,,,98848.0,53,67.0,125.0,6.0,1.0,47.168643,-119.842939
403,62,2,1.0,1.0,,,,,98466.0,53,62.0,150.0,1.0,1.0,47.224432,-122.541082
404,21,1,1.0,1.0,,,,,99344.0,53,66.0,140.0,6.0,1.0,46.820069,-119.178054
405,31,1,0.0,0.0,,,,,98042.0,53,71.0,165.0,6.0,1.0,47.367737,-122.117029
406,49,2,0.0,0.0,,,,,98251.0,53,66.0,200.0,6.0,1.0,47.911529,-121.606417
407,49,1,0.0,0.0,,,,,98328.0,53,71.0,220.0,6.0,1.0,46.86589,-122.157916
408,26,8,0.0,0.0,,,,,98003.0,53,69.0,160.0,0.0,0.0,47.304801,-122.316969
409,54,1,0.0,0.0,,,,,98942.0,53,73.0,200.0,6.0,1.0,46.801335,-120.66481
410,18,1,0.0,0.0,,,,,98270.0,53,69.0,140.0,6.0,1.0,48.056723,-122.146904
411,19,1,0.0,0.0,,,,,98264.0,53,72.0,130.0,6.0,2.0,48.950253,-122.459792
412,38,2,7.0,1.0,,,,,81416.0,8,69.0,190.0,6.0,1.0,38.752074,-108.136959
413,77,8,7.0,1.0,,,,,98502.0,53,66.0,320.0,6.0,1.0,47.08739,-123.022009
414,999,8,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
414,46,1,0.0,0.0,,,,,95338.0,6,71.0,190.0,6.0,1.0,37.508765,-119.982496
415,20,1,7.0,1.0,,,,,98368.0,53,72.0,180.0,6.0,1.0,48.034402,-122.838953
416,23,1,7.0,1.0,,,,,99348.0,53,71.0,250.0,6.0,1.0,46.382239,-118.470882
417,42,1,7.0,1.0,,,,,98360.0,53,70.0,190.0,6.0,1.0,47.051415,-122.153242
417,27,1,0.0,0.0,,,,,98366.0,53,67.0,140.0,6.0,1.0,47.541253,-122.577029
419,76,1,0.0,0.0,,,,,98053.0,53,72.0,230.0,6.0,1.0,47.669256,-122.008454
420,33,2,7.0,1.0,,,,,98292.0,53,71.0,168.0,6.0,1.0,48.216792,-122.31439
421,73,1,0.0,0.0,,,,,98148.0,53,69.0,220.0,6.0,1.0,47.444098,-122.324859
421,25,1,7.0,1.0,,,,,98198.0,53,75.0,200.0,1.0,1.0,47.391319,-122.314971
422,32,1,7.0,1.0,,,,,98370.0,53,66.0,175.0,0.0,0.0,47.753859,-122.626792
423,86,2,0.0,0.0,,,,,98022.0,53,62.0,160.0,6.0,1.0,47.216372,-121.912906
423,52,1,0.0,0.0,,,,,98022.0,53,67.0,150.0,6.0,1.0,47.216372,-121.912906
424,43,1,7.0,1.0,,,,,98277.0,53,71.0,200.0,6.0,1.0,48.316859,-122.622619
424,63,1,0.0,0.0,,,,,98223.0,53,69.0,190.0,6.0,1.0,48.21712,-121.95354
426,41,2,7.0,1.0,,,,,98422.0,53,67.0,190.0,1.0,1.0,47.290368,-122.392395
427,19,1,1.0,298.0,,,,,98932.0,53,70.0,135.0,3.0,7.0,46.332713,-120.156231
428,46,1,7.0,2.0,,,,,98445.0,53,72.0,217.0,1.0,1.0,47.139967,-122.409902
429,49,1,0.0,0.0,,,,,98546.0,53,69.0,198.0,6.0,1.0,47.319431,-122.924974
430,48,2,7.0,1.0,,,,,98349.0,53,62.0,124.0,1.0,1.0,47.273147,-122.764515
430,44,2,0.0,0.0,,,,,98524.0,53,64.0,125.0,6.0,1.0,47.355338,-122.861105
431,30,1,0.0,0.0,,,,,98387.0,53,72.0,180.0,6.0,1.0,47.060925,-122.388908
431,69,2,1.0,1.0,,,,,98444.0,53,60.0,130.0,6.0,1.0,47.153041,-122.448831
432,38,1,7.0,1.0,,,,,98814.0,53,76.0,185.0,6.0,1.0,48.206897,-120.158256
432,51,2,0.0,0.0,,,,,98814.0,53,62.0,165.0,6.0,1.0,48.206897,-120.158256
433,47,1,7.0,1.0,,,,,98260.0,53,70.0,188.0,6.0,1.0,48.036309,-122.452564
434,30,1,0.0,0.0,,,,,98007.0,53,72.0,183.0,6.0,1.0,47.613825,-122.144365
435,70,2,7.0,3.0,,,,,99155.0,53,64.0,195.0,3.0,1.0,48.249063,-118.965682
436,23,1,0.0,0.0,,,,,98001.0,53,68.0,140.0,6.0,1.0,47.310617,-122.263291
436,22,1,7.0,1.0,,,,,98001.0,53,70.0,160.0,6.0,1.0,47.310617,-122.263291
437,25,1,0.0,0.0,,,,,98087.0,53,74.0,180.0,6.0,1.0,47.860085,-122.267238
437,41,2,0.0,0.0,,,,,98203.0,53,58.0,145.0,1.0,1.0,47.945519,-122.231096
437,25,1,0.0,0.0,,,,,98233.0,53,73.0,200.0,6.0,1.0,48.500911,-122.345655
438,63,2,0.0,0.0,,,,,98203.0,53,63.0,175.0,6.0,1.0,47.945519,-122.231096
439,43,1,1.0,298.0,,,,,99336.0,53,71.0,300.0,6.0,1.0,46.21405,-119.175728
440,19,1,7.0,18.0,,,,,98226.0,53,70.0,186.0,6.0,1.0,48.798606,-122.445693
440,41,2,0.0,0.0,,,,,0.0,95,,999.0,9.0,9.0,,
441,37,1,7.0,1.0,,,,,98513.0,53,69.0,160.0,6.0,1.0,46.97703,-122.733942
442,43,1,1.0,298.0,,,,,99203.0,53,69.0,140.0,1.0,1.0,47.628641,-117.402997
443,40,2,7.0,99.0,,,,,98282.0,53,58.0,111.0,6.0,1.0,48.213258,-122.500085
444,29,2,0.0,0.0,,,,,98499.0,53,62.0,115.0,6.0,1.0,47.168693,-122.503347
445,25,1,0.0,0.0,,,,,98031.0,53,76.0,190.0,6.0,1.0,47.405479,-122.195772
446,44,1,7.0,1.0,,,,,98155.0,53,72.0,195.0,6.0,1.0,47.754413,-122.300477
446,49,1,0.0,0.0,,,,,74601.0,40,72.0,250.0,6.0,1.0,36.702158,-97.148862
446,26,2,0.0,0.0,,,,,94015.0,6,67.0,125.0,6.0,1.0,37.681264,-122.480589
447,60,1,0.0,0.0,,,,,98188.0,53,69.0,185.0,3.0,1.0,47.446413,-122.272098
449,29,2,7.0,1.0,,,,,98552.0,53,61.0,125.0,1.0,1.0,47.315176,-123.924198
450,58,1,0.0,0.0,,,,,99320.0,53,71.0,190.0,6.0,1.0,46.265888,-119.487243
451,19,2,0.0,0.0,,,,,98844.0,53,68.0,192.0,6.0,1.0,48.92728,-119.227952
452,57,1,7.0,1.0,,,,,98626.0,53,69.0,175.0,6.0,1.0,46.172049,-122.773959
453,85,1,0.0,0.0,,,,,98292.0,53,66.0,210.0,6.0,1.0,48.216792,-122.31439
454,84,1,0.0,0.0,,,,,98620.0,53,73.0,222.0,6.0,1.0,45.874447,-120.77583
454,62,2,7.0,1.0,,,,,98620.0,53,70.0,150.0,6.0,1.0,45.874447,-120.77583
455,21,1,6.0,1.0,,,,,98105.0,53,74.0,190.0,6.0,1.0,47.659861,-122.284977
455,51,1,0.0,0.0,,,,,98059.0,53,63.0,130.0,6.0,1.0,47.499429,-122.110157
456,25,1,0.0,0.0,,,,,98271.0,53,67.0,135.0,1.0,1.0,48.089968,-122.237681
457,32,2,0.0,0.0,,,,,98394.0,53,59.0,105.0,6.0,1.0,47.31056,-122.77848
458,57,1,7.0,1.0,,,,,97321.0,41,69.0,180.0,6.0,1.0,44.65345,-123.139526
459,29,1,7.0,1.0,,,,,98391.0,53,72.0,160.0,6.0,1.0,47.177102,-122.166177
459,21,2,0.0,0.0,,,,,98047.0,53,62.0,125.0,6.0,2.0,47.261769,-122.248889
460,26,1,0.0,0.0,,,,,98921.0,53,68.0,190.0,6.0,1.0,46.43111,-120.31883
460,20,2,0.0,0.0,,,,,98948.0,53,58.0,92.0,6.0,1.0,46.297854,-120.312566
460,20,8,0.0,0.0,,,,,98936.0,53,70.0,160.0,6.0,1.0,46.538212,-120.1437
461,54,1,0.0,0.0,,,,,98233.0,53,67.0,197.0,6.0,1.0,48.500911,-122.345655
462,57,1,0.0,0.0,,,,,99301.0,53,68.0,185.0,6.0,1.0,46.379233,-118.953781
463,31,1,7.0,1.0,,,,,99223.0,53,69.0,145.0,6.0,1.0,47.589407,-117.344623
464,36,1,7.0,1.0,,,,,98233.0,53,73.0,212.0,6.0,1.0,48.500911,-122.345655
465,30,1,0.0,0.0,,,,,98022.0,53,71.0,210.0,1.0,1.0,47.216372,-121.912906
466,37,1,7.0,1.0,,,,,98373.0,53,73.0,220.0,6.0,1.0,47.148479,-122.324136
467,65,1,0.0,0.0,,,,,97103.0,41,66.0,175.0,6.0,1.0,46.133918,-123.710609
467,39,1,0.0,0.0,,,,,98640.0,53,67.0,250.0,6.0,1.0,46.582723,-124.027257
468,57,2,7.0,1.0,,,,,99204.0,53,58.0,107.0,6.0,1.0,47.645706,-117.427263
468,34,1,0.0,0.0,,,,,99169.0,53,68.0,190.0,6.0,1.0,47.105898,-118.340218
469,26,1,6.0,298.0,,,,,98935.0,53,67.0,170.0,6.0,1.0,46.132575,-120.086236
470,72,1,7.0,2.0,,,,,98030.0,53,69.0,260.0,6.0,1.0,47.367214,-122.198051
471,45,1,6.0,201.0,203.0,,,,98841.0,53,72.0,272.0,6.0,1.0,48.359648,-119.268574
472,73,2,0.0,0.0,,,,,98125.0,53,63.0,127.0,6.0,1.0,47.716513,-122.295829
472,24,1,0.0,0.0,,,,,98405.0,53,68.0,195.0,6.0,1.0,47.245647,-122.472399
473,28,1,7.0,1.0,,,,,98012.0,53,66.0,120.0,6.0,1.0,47.841376,-122.198939
473,35,1,0.0,0.0,,,,,99163.0,53,70.0,168.0,6.0,1.0,46.730331,-117.218027
474,21,8,0.0,0.0,,,,,99037.0,53,70.0,165.0,6.0,1.0,47.635784,-117.197605
475,53,1,7.0,1.0,,,,,98421.0,53,70.0,238.0,1.0,1.0,47.260637,-122.400209
476,16,1,0.0,0.0,,,,,98042.0,53,75.0,175.0,6.0,2.0,47.367737,-122.117029
477,41,1,0.0,0.0,,,,,99206.0,53,72.0,200.0,0.0,0.0,47.629296,-117.254657
478,23,2,0.0,0.0,,,,,98036.0,53,64.0,130.0,6.0,1.0,47.809708,-122.280394
479,77,2,0.0,0.0,,,,,98116.0,53,65.0,160.0,6.0,1.0,47.574245,-122.400222
480,29,1,7.0,1.0,,,,,3869.0,33,67.0,210.0,6.0,1.0,43.219815,-70.843107
482,75,1,7.0,1.0,,,,,98837.0,53,66.0,280.0,6.0,1.0,47.149902,-119.305972
482,16,2,0.0,0.0,,,,,98837.0,53,64.0,175.0,6.0,2.0,47.149902,-119.305972
483,35,1,0.0,0.0,,,,,98948.0,53,72.0,180.0,1.0,1.0,46.297854,-120.312566
484,62,1,7.0,1.0,,,,,98118.0,53,73.0,215.0,6.0,1.0,47.540246,-122.268545
484,29,1,0.0,0.0,,,,,98040.0,53,69.0,180.0,6.0,1.0,47.567779,-122.232795
484,48,1,0.0,0.0,,,,,98580.0,53,73.0,175.0,6.0,1.0,46.998953,-122.521882
485,45,2,0.0,0.0,,,,,98055.0,53,62.0,120.0,6.0,1.0,47.446982,-122.201521
486,25,1,7.0,1.0,,,,,98409.0,53,73.0,185.0,6.0,1.0,47.210957,-122.481577
487,999,9,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
488,57,1,7.0,1.0,,,,,98087.0,53,72.0,220.0,6.0,1.0,47.860085,-122.267238
488,31,2,0.0,0.0,,,,,98270.0,53,65.0,180.0,6.0,1.0,48.056723,-122.146904
489,62,1,0.0,0.0,,,,,98109.0,53,70.0,180.0,6.0,1.0,47.631863,-122.344267
490,24,1,0.0,0.0,,,,,98391.0,53,70.0,150.0,6.0,1.0,47.177102,-122.166177
490,90,2,7.0,1.0,,,,,98372.0,53,66.0,130.0,6.0,1.0,47.205607,-122.266088
491,50,1,7.0,1.0,,,,,98223.0,53,64.0,155.0,6.0,1.0,48.21712,-121.95354
492,71,1,7.0,1.0,,,,,99208.0,53,70.0,165.0,6.0,1.0,47.788172,-117.480897
492,56,2,0.0,0.0,,,,,98823.0,53,61.0,165.0,6.0,1.0,47.308654,-119.649345
493,38,1,7.0,1.0,,,,,98068.0,53,71.0,160.0,6.0,1.0,47.431696,-121.374163
494,51,1,7.0,2.0,,,,,98166.0,53,64.0,156.0,6.0,1.0,47.451576,-122.352986
494,19,1,0.0,0.0,,,,,98003.0,53,65.0,120.0,6.0,1.0,47.304801,-122.316969
495,52,1,0.0,0.0,,,,,98444.0,53,67.0,122.0,6.0,1.0,47.153041,-122.448831
495,49,1,7.0,1.0,,,,,98445.0,53,70.0,270.0,6.0,1.0,47.139967,-122.409902
496,76,1,0.0,0.0,,,,,98022.0,53,71.0,200.0,6.0,1.0,47.216372,-121.912906
497,76,1,7.0,1.0,,,,,97058.0,41,71.0,230.0,6.0,1.0,45.536452,-121.155254
498,28,2,0.0,0.0,,,,,98338.0,53,66.0,185.0,1.0,1.0,47.034316,-122.276854
499,66,1,7.0,1.0,,,,,98036.0,53,76.0,200.0,6.0,1.0,47.809708,-122.280394
499,25,1,0.0,0.0,,,,,98043.0,53,71.0,185.0,6.0,1.0,47.791111,-122.30779
499,66,2,0.0,0.0,,,,,98043.0,53,62.0,142.0,6.0,1.0,47.791111,-122.30779
500,37,2,7.0,1.0,,,,,98023.0,53,67.0,120.0,1.0,1.0,47.311491,-122.36281
502,87,2,7.0,203.0,298.0,,,,0.0,95,,999.0,9.0,9.0,,
505,41,1,0.0,0.0,,,,,98028.0,53,71.0,300.0,6.0,1.0,47.755665,-122.248061
506,66,1,7.0,1.0,,,,,98405.0,53,75.0,210.0,6.0,1.0,47.245647,-122.472399
506,38,1,0.0,0.0,,,,,98349.0,53,74.0,260.0,6.0,1.0,47.273147,-122.764515
507,63,1,7.0,1.0,,,,,98390.0,53,70.0,160.0,0.0,0.0,47.209523,-122.227504
508,33,1,7.0,1.0,,,,,98381.0,53,70.0,150.0,6.0,1.0,48.273676,-124.474857
509,58,1,7.0,1.0,,,,,98528.0,53,67.0,180.0,6.0,1.0,47.445724,-122.896929
510,21,1,7.0,1.0,,,,,98207.0,53,68.0,170.0,6.0,1.0,47.98772,-122.223307
510,47,1,0.0,0.0,,,,,83858.0,16,,999.0,9.0,9.0,47.863047,-116.949403
511,65,2,0.0,0.0,,,,,98942.0,53,65.0,140.0,6.0,1.0,46.801335,-120.66481
512,32,2,7.0,1.0,,,,,98042.0,53,61.0,140.0,1.0,1.0,47.367737,-122.117029
512,38,1,0.0,0.0,,,,,98031.0,53,69.0,200.0,6.0,1.0,47.405479,-122.195772
513,85,2,7.0,1.0,,,,,98444.0,53,62.0,160.0,6.0,1.0,47.153041,-122.448831
514,999,9,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
515,36,2,7.0,207.0,206.0,,,,98444.0,53,63.0,170.0,1.0,1.0,47.153041,-122.448831
515,60,1,0.0,0.0,,,,,98404.0,53,65.0,190.0,6.0,1.0,47.208981,-122.411638
516,98,1,7.0,1.0,,,,,98136.0,53,68.0,140.0,6.0,1.0,47.536464,-122.394409
516,45,1,0.0,0.0,,,,,98136.0,53,69.0,165.0,6.0,1.0,47.536464,-122.394409
517,76,1,7.0,1.0,,,,,99223.0,53,70.0,160.0,6.0,1.0,47.589407,-117.344623
518,91,1,7.0,1.0,,,,,98051.0,53,70.0,167.0,4.0,1.0,47.34621,-121.881291
519,45,2,0.0,0.0,,,,,98103.0,53,61.0,120.0,6.0,1.0,47.678255,-122.338152
520,47,2,0.0,0.0,,,,,98118.0,53,67.0,165.0,6.0,1.0,47.540246,-122.268545
520,36,1,7.0,1.0,,,,,98105.0,53,70.0,170.0,6.0,1.0,47.659861,-122.284977
521,74,1,7.0,201.0,203.0,,,,98563.0,53,65.0,180.0,6.0,1.0,47.193599,-123.615371
523,69,2,0.0,0.0,,,,,98632.0,53,69.0,180.0,6.0,1.0,46.209509,-123.056153
524,71,1,0.0,0.0,,,,,98271.0,53,68.0,185.0,6.0,1.0,48.089968,-122.237681
525,48,1,1.0,1.0,,,,,99206.0,53,70.0,160.0,6.0,1.0,47.629296,-117.254657
526,999,9,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
527,59,2,0.0,0.0,,,,,98512.0,53,61.0,180.0,6.0,1.0,46.975003,-123.063616
527,62,2,0.0,0.0,,,,,98579.0,53,66.0,200.0,6.0,1.0,46.788202,-123.125481
528,19,1,7.0,1.0,,,,,98346.0,53,73.0,185.0,6.0,2.0,47.820849,-122.525462
529,19,1,0.0,0.0,,,,,98003.0,53,66.0,120.0,0.0,0.0,47.304801,-122.316969
1,999,9,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
3,81,1,0.0,0.0,,,,,98328.0,53,63.0,196.0,6.0,1.0,46.86589,-122.157916
4,19,1,7.0,201.0,202.0,,,,98277.0,53,67.0,128.0,6.0,2.0,48.316859,-122.622619
4,24,1,0.0,0.0,,,,,49006.0,26,68.0,160.0,6.0,1.0,42.292497,-85.63146
5,23,1,0.0,0.0,,,,,98132.0,53,72.0,155.0,6.0,1.0,,
5,51,1,7.0,1.0,,,,,98225.0,53,70.0,190.0,6.0,1.0,48.75094,-122.501286
6,45,1,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
6,27,1,7.0,1.0,,,,,98628.0,53,66.0,120.0,6.0,1.0,45.887853,-121.081948
7,25,2,7.0,2.0,,,,,53717.0,55,66.0,160.0,6.0,1.0,43.067686,-89.521056
8,75,1,7.0,3.0,,,,,98221.0,53,69.0,212.0,6.0,1.0,48.505025,-122.659285
8,53,1,0.0,0.0,,,,,98221.0,53,66.0,185.0,6.0,1.0,48.505025,-122.659285
9,18,1,0.0,0.0,,,,,98584.0,53,65.0,120.0,0.0,0.0,47.238866,-123.145661
10,61,1,7.0,1.0,,,,,98282.0,53,73.0,190.0,6.0,1.0,48.213258,-122.500085
11,50,2,0.0,0.0,,,,,98188.0,53,67.0,135.0,6.0,1.0,47.446413,-122.272098
12,60,1,1.0,98.0,,,,,97002.0,41,66.0,180.0,6.0,1.0,45.240483,-122.793841
13,28,1,0.0,0.0,,,,,98273.0,53,71.0,121.0,6.0,1.0,48.402754,-122.376148
13,26,1,0.0,0.0,,,,,98233.0,53,71.0,175.0,6.0,1.0,48.500911,-122.345655
14,25,2,1.0,201.0,298.0,,,,98292.0,53,64.0,125.0,6.0,1.0,48.216792,-122.31439
15,54,1,0.0,0.0,,,,,98532.0,53,71.0,260.0,6.0,1.0,46.62629,-123.052671
16,21,1,0.0,0.0,,,,,98407.0,53,74.0,190.0,6.0,1.0,47.290365,-122.517747
16,67,1,0.0,0.0,,,,,98328.0,53,73.0,210.0,6.0,1.0,46.86589,-122.157916
17,51,1,0.0,0.0,,,,,98528.0,53,75.0,200.0,6.0,1.0,47.445724,-122.896929
17,17,1,0.0,0.0,,,,,98524.0,99,,999.0,9.0,9.0,47.355338,-122.861105
18,47,2,7.0,1.0,,,,,98045.0,53,65.0,220.0,6.0,1.0,47.388327,-121.606221
18,46,1,0.0,0.0,,,,,98372.0,53,73.0,220.0,6.0,1.0,47.205607,-122.266088
19,19,2,0.0,0.0,,,,,98012.0,53,64.0,140.0,6.0,1.0,47.841376,-122.198939
20,19,1,0.0,0.0,,,,,98607.0,53,71.0,150.0,6.0,1.0,45.642413,-122.379611
21,22,1,0.0,0.0,,,,,98550.0,53,69.0,140.0,1.0,1.0,47.093788,-123.925662
22,24,2,7.0,1.0,,,,,98391.0,53,63.0,140.0,6.0,1.0,47.177102,-122.166177
24,73,2,7.0,1.0,,,,,98620.0,53,58.0,130.0,6.0,1.0,45.874447,-120.77583
25,33,1,0.0,0.0,,,,,98133.0,53,68.0,205.0,6.0,1.0,47.740485,-122.342826
26,58,1,7.0,1.0,,,,,98371.0,53,70.0,230.0,6.0,1.0,47.199448,-122.323541
26,25,1,0.0,0.0,,,,,97058.0,41,71.0,195.0,6.0,1.0,45.536452,-121.155254
27,48,1,0.0,0.0,,,,,98023.0,53,68.0,200.0,6.0,1.0,47.311491,-122.36281
28,41,1,7.0,1.0,,,,,98682.0,53,71.0,200.0,6.0,1.0,45.673209,-122.481745
28,25,1,0.0,0.0,,,,,98662.0,53,73.0,260.0,6.0,1.0,45.688497,-122.57785
29,17,1,7.0,1.0,,,,,98662.0,53,74.0,240.0,6.0,2.0,45.688497,-122.57785
29,26,1,0.0,0.0,,,,,98604.0,53,77.0,205.0,6.0,1.0,45.805747,-122.510777
30,38,1,1.0,98.0,,,,,98901.0,53,69.0,175.0,6.0,1.0,46.722625,-120.406039
31,93,2,7.0,1.0,,,,,98367.0,53,62.0,139.0,6.0,1.0,47.461156,-122.698
31,37,2,0.0,0.0,,,,,98329.0,53,67.0,160.0,6.0,1.0,47.360807,-122.744173
33,29,2,1.0,98.0,,,,,99301.0,53,66.0,134.0,6.0,1.0,46.379233,-118.953781
34,39,1,7.0,1.0,,,,,98516.0,53,70.0,165.0,6.0,1.0,47.109685,-122.794261
35,72,2,7.0,1.0,,,,,98671.0,53,61.0,117.0,6.0,1.0,45.61442,-122.238447
37,61,1,0.0,0.0,,,,,99029.0,53,70.0,200.0,6.0,1.0,47.693841,-117.831006
38,76,2,7.0,1.0,,,,,99371.0,53,65.0,150.0,6.0,1.0,46.800013,-118.311494
38,57,1,0.0,0.0,,,,,99371.0,53,72.0,245.0,6.0,1.0,46.800013,-118.311494
39,25,1,0.0,0.0,,,,,98682.0,53,65.0,145.0,0.0,0.0,45.673209,-122.481745
40,999,8,0.0,0.0,,,,,99999.0,99,,999.0,9.0,9.0,,
41,30,1,0.0,0.0,,,,,98022.0,53,66.0,115.0,6.0,1.0,47.216372,-121.912906
42,19,1,0.0,0.0,,,,,98632.0,53,74.0,150.0,6.0,1.0,46.209509,-123.056153
43,29,1,0.0,0.0,,,,,98204.0,53,69.0,160.0,3.0,1.0,47.901362,-122.260891
43,56,1,1.0,98.0,,,,,98204.0,53,68.0,207.0,6.0,1.0,47.901362,-122.260891
44,39,1,7.0,201.0,203.0,,,,98001.0,53,71.0,175.0,6.0,1.0,47.310617,-122.263291
44,62,1,0.0,0.0,,,,,98503.0,53,70.0,165.0,6.0,1.0,47.022032,-122.797103
44,18,1,0.0,0.0,,,,,98001.0,53,66.0,135.0,6.0,2.0,47.310617,-122.263291
45,43,2,7.0,68.0,,,,,98512.0,53,60.0,125.0,6.0,1.0,46.975003,-123.063616
45,59,1,0.0,0.0,,,,,97206.0,41,69.0,190.0,6.0,1.0,45.482433,-122.598605
45,32,1,0.0,0.0,,,,,92106.0,6,65.0,180.0,6.0,1.0,32.710818,-117.237613
46,29,1,7.0,278.0,201.0,207.0,,,98926.0,53,71.0,220.0,6.0,1.0,47.014195,-120.458691
46,51,1,0.0,0.0,,,,,98837.0,53,68.0,250.0,6.0,1.0,47.149902,-119.305972
47,74,1,7.0,18.0,,,,,98106.0,53,71.0,150.0,6.0,1.0,47.544034,-122.349874
47,59,1,0.0,0.0,,,,,98168.0,53,70.0,240.0,6.0,1.0,47.489569,-122.29996
48,70,2,0.0,0.0,,,,,98368.0,53,66.0,150.0,6.0,1.0,48.034402,-122.838953
48,35,1,0.0,0.0,,,,,98363.0,53,77.0,215.0,0.0,0.0,48.003791,-123.823238
48,72,1,0.0,0.0,,,,,98271.0,53,73.0,195.0,6.0,1.0,48.089968,-122.237681
49,46,1,7.0,1.0,,,,,99224.0,53,73.0,230.0,0.0,0.0,47.65241,-117.526046
50,54,2,7.0,1.0,,,,,98671.0,53,68.0,250.0,6.0,1.0,45.61442,-122.238447
50,35,2,0.0,0.0,,,,,98604.0,53,69.0,120.0,6.0,1.0,45.805747,-122.510777
51,41,2,0.0,0.0,,,,,98108.0,53,60.0,135.0,6.0,1.0,47.534862,-122.305794
52,21,2,0.0,0.0,,,,,99001.0,53,67.0,150.0,6.0,1.0,47.63649,-117.586305
53,55,1,7.0,2.0,,,,,98387.0,53,67.0,160.0,6.0,1.0,47.060925,-122.388908
54,20,1,1.0,1.0,,,,,98671.0,53,70.0,153.0,6.0,1.0,45.61442,-122.238447
55,25,1,7.0,1.0,,,,,98592.0,53,76.0,185.0,6.0,1.0,47.325941,-123.070409
55,37,1,0.0,0.0,,,,,98282.0,53,71.0,185.0,6.0,1.0,48.213258,-122.500085
56,23,2,7.0,1.0,,,,,98070.0,53,64.0,140.0,6.0,1.0,47.407196,-122.473322
58,29,1,7.0,1.0,,,,,98686.0,53,70.0,170.0,6.0,1.0,45.723392,-122.624397
