case,year,par,repjur
330,2021,3889826,344.0
331,2021,EB63518,20.0
332,2021,EB63713,25.0
333,2021,EB63718,1.0
335,2021,EB64306,3.0
336,2021,EB64581,4.0
336,2021,EB64581,4.0
337,2021,EB64590,127.0
337,2021,EB64590,127.0
338,2021,EB64623,5.0
339,2021,EB64828,330.0
340,2021,EB64981,31.0
341,2021,EB65144,7.0
341,2021,EB65144,7.0
342,2021,EB65784,2.0
343,2021,EB66022,330.0
343,2021,EB66022,330.0
344,2021,EB66210,48.0
345,2021,EB66223,146.0
346,2021,EB66232,6.0
347,2021,EB66342,238.0
348,2021,EB66282,278.0
349,2021,EB66917,1.0
350,2021,EB66987,2.0
350,2021,EB66987,2.0
350,2021,EB66987,2.0
351,2021,EB67261,7.0
351,2021,EB67261,7.0
352,2021,EB67467,163.0
352,2021,EB67467,163.0
353,2021,EB68431,349.0
353,2021,EB68431,349.0
353,2021,EB68431,349.0
354,2021,EB68435,146.0
355,2021,EB68443,13.0
358,2021,EB70135,278.0
358,2021,EB70135,278.0
359,2021,EB70312,1.0
360,2021,EB70397,59.0
360,2021,EB70397,59.0
361,2021,EB70497,278.0
361,2021,EB70497,278.0
362,2021,EB70533,4.0
363,2021,EB70595,39.0
364,2021,EB70652,40.0
365,2021,EB27480,278.0
365,2021,EB27480,278.0
366,2021,EB64509,122.0
367,2021,EB70644,26.0
368,2021,EB70747,6.0
369,2021,EB70995,8.0
369,2021,EB70995,8.0
370,2021,EB71298,7.0
370,2021,EB71298,7.0
371,2021,EB71805,1.0
371,2021,EB71805,1.0
372,2021,EB72079,184.0
373,2021,EB72174,290.0
374,2021,EB72403,122.0
374,2021,EB72403,122.0
375,2021,EB72441,39.0
375,2021,EB72441,39.0
376,2021,EB72444,39.0
376,2021,EB72444,39.0
376,2021,EB72444,39.0
377,2021,EB69481,14.0
378,2021,EB72915,40.0
379,2021,EB73132,35.0
379,2021,EB73132,35.0
380,2021,EB73152,13.0
381,2021,3835994,263.0
382,2021,3888998,263.0
383,2021,EB73409,5.0
383,2021,EB73409,5.0
384,2021,EB73468,6.0
384,2021,EB73468,6.0
385,2021,EB73636,29.0
385,2021,EB73636,29.0
386,2021,EB73928,7.0
386,2021,EB73928,7.0
387,2021,EB74003,8.0
388,2021,EB74033,229.0
388,2021,EB74033,229.0
389,2021,EB74082,4.0
389,2021,EB74082,4.0
390,2021,EB74510,1.0
391,2021,EB74561,31.0
392,2021,EB74709,122.0
392,2021,EB74709,122.0
393,2021,EB74821,3.0
394,2021,EB74825,7.0
395,2021,EB74826,7.0
395,2021,EB74826,7.0
395,2021,EB74826,7.0
396,2021,EB74915,297.0
397,2021,EB75190,7.0
397,2021,EB75190,7.0
397,2021,EB75190,7.0
397,2021,EB75190,7.0
397,2021,EB75190,7.0
398,2021,EB75545,337.0
399,2021,EB75553,337.0
400,2021,EB75627,5.0
401,2021,EB75668,5.0
402,2021,EB76153,7.0
403,2021,EB76274,112.0
404,2021,EB76600,278.0
405,2021,EB76827,146.0
406,2021,EB76902,2.0
406,2021,EB76902,2.0
407,2021,EB77005,40.0
407,2021,EB77005,40.0
409,2021,EB77288,5.0
410,2021,EB77403,11.0
410,2021,EB77403,11.0
411,2021,EB77458,7.0
411,2021,EB77458,7.0
412,2021,EB77843,222.0
412,2021,EB77843,222.0
412,2021,EB77843,222.0
412,2021,EB77843,222.0
413,2021,EB77921,4.0
413,2021,EB77921,4.0
414,2021,EB78244,3.0
414,2021,EB78244,3.0
415,2021,EB78581,127.0
416,2021,EB78749,197.0
416,2021,EB78749,197.0
417,2021,EB17886,278.0
418,2021,EB78757,337.0
419,2021,EB79155,146.0
419,2021,EB79155,146.0
420,2021,EB79189,29.0
421,2021,EB79210,7.0
422,2021,EB79303,7.0
422,2021,EB79303,7.0
423,2021,EB79313,33.0
424,2021,EB79411,1.0
425,2021,EB79550,1.0
425,2021,EB79550,1.0
425,2021,EB79550,1.0
426,2021,EB79863,40.0
427,2021,EB80706,127.0
428,2021,EB80717,3.0
428,2021,EB80717,3.0
428,2021,EB80717,3.0
429,2021,EB81597,8.0
429,2021,EB81597,8.0
430,2021,EB81819,290.0
431,2021,EB81853,26.0
432,2021,EB82027,35.0
432,2021,EB82027,35.0
433,2021,EB82080,21.0
434,2021,EB83027,180.0
434,2021,EB83027,180.0
434,2021,EB83027,180.0
435,2021,EB83136,25.0
436,2021,EB83156,242.0
437,2021,EB83183,1.0
437,2021,EB83183,1.0
438,2021,EB83265,6.0
438,2021,EB83265,6.0
438,2021,EB83265,6.0
439,2021,EB83918,42.0
439,2021,EB83918,42.0
440,2021,EB84228,4.0
440,2021,EB84228,4.0
440,2021,EB84228,4.0
440,2021,EB84228,4.0
441,2021,EB84527,290.0
441,2021,EB84527,290.0
442,2021,EB31997,278.0
443,2021,EB75870,2.0
443,2021,EB75870,2.0
444,2021,EB78476,3.0
444,2021,EB78476,3.0
445,2021,EB84669,1.0
445,2021,EB84669,1.0
446,2021,EB84744,3.0
446,2021,EB84744,3.0
447,2021,EB85119,1.0
447,2021,EB85119,1.0
449,2021,EB85980,14.0
450,2021,EB86461,2.0
450,2021,EB86461,2.0
450,2021,EB86461,2.0
451,2021,EB86625,1.0
452,2021,EB86798,160.0
453,2021,EB87207,1.0
454,2021,EB87247,4.0
455,2021,EB87134,3.0
455,2021,EB87134,3.0
455,2021,EB87134,3.0
456,2021,EB84667,242.0
458,2021,EB86194,290.0
458,2021,EB86194,290.0
459,2021,EB87829,4.0
460,2021,EB87960,3.0
461,2021,EB88236,6.0
461,2021,EB88236,6.0
462,2021,EB88238,14.0
463,2021,EB88241,14.0
464,2021,EB88476,8.0
464,2021,EB88476,8.0
464,2021,EB88476,8.0
465,2021,EB89089,21.0
466,2021,EB89247,3.0
467,2021,EB89332,18.0
468,2021,EB89450,21.0
468,2021,EB89450,21.0
469,2021,EB89572,242.0
470,2021,EB89727,6.0
470,2021,EB89727,6.0
470,2021,EB89727,6.0
471,2021,EB63721,14.0
471,2021,EB63721,14.0
472,2021,EB90180,4.0
473,2021,EB90345,3.0
474,2021,EB90445,7.0
474,2021,EB90445,7.0
475,2021,EB90887,4.0
475,2021,EB90887,4.0
476,2021,EB91189,7.0
476,2021,EB91189,7.0
476,2021,EB91189,7.0
477,2021,EB91089,2.0
477,2021,EB91089,2.0
478,2021,EB91124,6.0
479,2021,EB91353,1.0
480,2021,EB91488,146.0
480,2021,EB91488,146.0
480,2021,EB91488,146.0
481,2021,EB91198,8.0
481,2021,EB91198,8.0
481,2021,EB91198,8.0
482,2021,EB91747,2.0
482,2021,EB91747,2.0
483,2021,EB92106,6.0
483,2021,EB92106,6.0
484,2021,EB92141,7.0
486,2021,EB92278,7.0
487,2021,EB92927,160.0
487,2021,EB92927,160.0
488,2021,EB93013,337.0
488,2021,EB93013,337.0
489,2021,EB93257,4.0
490,2021,EB93713,1.0
491,2021,EB93812,2.0
491,2021,EB93812,2.0
491,2021,EB93812,2.0
491,2021,EB93812,2.0
491,2021,EB93812,2.0
492,2021,EB93792,290.0
493,2021,3876530,263.0
494,2021,EB96130,5.0
494,2021,EB96130,5.0
495,2021,3895552,263.0
497,2021,EB77979,8.0
498,2021,EB88818,278.0
498,2021,EB88818,278.0
498,2021,EB88818,278.0
499,2021,EB93692,55.0
500,2021,EB93943,250.0
500,2021,EB93943,250.0
501,2021,EB94286,7.0
502,2021,EB94640,122.0
502,2021,EB94640,122.0
503,2021,EB94672,290.0
504,2021,EB94814,122.0
504,2021,EB94814,122.0
505,2021,EB95002,40.0
506,2021,EB95293,269.0
506,2021,EB95293,269.0
506,2021,EB95293,269.0
507,2021,EB96318,278.0
507,2021,EB96318,278.0
508,2021,EB96488,13.0
509,2021,EB96787,3.0
509,2021,EB96787,3.0
510,2021,EB97526,248.0
510,2021,EB97526,248.0
511,2021,EB98166,24.0
512,2021,EB85154,25.0
513,2021,EB98308,55.0
513,2021,EB98308,55.0
514,2021,EB98577,1.0
514,2021,EB98577,1.0
515,2021,EB98843,25.0
516,2021,EB98844,262.0
516,2021,EB98844,262.0
517,2021,EB98910,146.0
518,2021,3835913,263.0
519,2021,EB99501,297.0
519,2021,EB99501,297.0
519,2021,EB99501,297.0
520,2021,EB99821,349.0
520,2021,EB99821,349.0
521,2021,EC00006,6.0
521,2021,EC00006,6.0
522,2021,EC00259,7.0
523,2021,EC00427,11.0
524,2021,EC00562,278.0
524,2021,EC00562,278.0
525,2021,EC00695,7.0
525,2021,EC00695,7.0
525,2021,EC00695,7.0
526,2021,EC00697,7.0
528,2021,EC00958,163.0
529,2021,EB19311,250.0
530,2021,EB46806,8.0
531,2021,EB91021,35.0
531,2021,EB91021,35.0
532,2021,EC01168,1.0
533,2021,EC01176,122.0
534,2021,EC02885,14.0
535,2021,EC02897,8.0
535,2021,EC02897,8.0
536,2021,EC02930,5.0
537,2021,EC02983,248.0
538,2021,EC02996,26.0
538,2021,EC02996,26.0
539,2021,EC03270,35.0
540,2021,EC03319,25.0
541,2021,EC03641,278.0
542,2021,EC03812,2.0
542,2021,EC03812,2.0
543,2021,EC04290,2.0
543,2021,EC04290,2.0
544,2021,EC04402,6.0
544,2021,EC04402,6.0
545,2021,EC04549,236.0
546,2021,EC04851,3.0
546,2021,EC04851,3.0
546,2021,EC04851,3.0
547,2021,EC06172,337.0
548,2021,EC06178,4.0
548,2021,EC06178,4.0
549,2021,EC06498,330.0
550,2021,EC06619,159.0
550,2021,EC06619,159.0
551,2021,EC07136,2.0
551,2021,EC07136,2.0
551,2021,EC07136,2.0
552,2021,3895585,263.0
553,2021,EC07769,40.0
554,2021,EC07968,4.0
554,2021,EC07968,4.0
555,2021,EC08245,1.0
556,2021,EB76101,278.0
557,2021,EC08098,278.0
558,2021,EC09139,8.0
558,2021,EC09139,8.0
559,2021,EC10641,3.0
560,2021,EB17328,26.0
561,2021,EC05450,5.0
563,2021,3893620,263.0
565,2021,EB60491,39.0
566,2021,3897805,263.0
567,2021,EB95367,6.0
568,2021,3835763,263.0
569,2021,3876758,263.0
570,2021,EC04207,278.0
571,2021,EB44305,290.0
571,2021,EB44305,290.0
572,2021,EB67838,55.0
572,2021,EB67838,55.0
573,2021,EB67630,2.0
574,2021,EB67844,337.0
575,2021,0PM0709,199.0
575,2021,0PM0709,199.0
577,2021,3895594,263.0
578,2021,EC02007,7.0
579,2021,EB43931,278.0
580,2021,EB88208,40.0
582,2021,3834662,263.0
583,2021,3881736,263.0
583,2021,3881736,263.0
584,2021,3857333,263.0
585,2021,3903526,12.0
586,2021,3894008,263.0
587,2021,3889810,344.0
588,2021,3848049,263.0
589,2021,EB37894,135.0
589,2021,EB37894,135.0
589,2021,EB37894,135.0
590,2021,EB42775,19.0
591,2021,EB56434,290.0
591,2021,EB56434,290.0
592,2021,EB64300,34.0
593,2021,EB83137,262.0
594,2021,EB84557,35.0
595,2021,3890588,263.0
596,2021,EB48009,277.0
597,2021,3889903,344.0
598,2021,EB56571,290.0
598,2021,EB56571,290.0
599,2021,EB09646,45.0
599,2021,EB09646,45.0
600,2021,EB35608,346.0
601,2021,EB60921,35.0
602,2021,EB97839,248.0
603,2021,EB04005,278.0
604,2021,EB17396,40.0
605,2021,EB20278,63.0
605,2021,EB20278,63.0
606,2021,EB24863,35.0
607,2021,EB28406,35.0
608,2021,EB39478,35.0
608,2021,EB39478,35.0
609,2021,EB44315,129.0
609,2021,EB44315,129.0
610,2021,EB45400,346.0
610,2021,EB45400,346.0
611,2021,EB97658,130.0
612,2021,EC05553,25.0
612,2021,EC05553,25.0
612,2021,EC05553,25.0
613,2021,EB43049,171.0
613,2021,EB43049,171.0
614,2021,EB56748,213.0
614,2021,EB56748,213.0
615,2021,EA98151,263.0
616,2021,EA99060,2.0
617,2021,EB07358,248.0
618,2021,EB27254,330.0
618,2021,EB27254,330.0
619,2021,EB31034,248.0
620,2021,EB31981,298.0
620,2021,EB31981,298.0
621,2021,EB33439,330.0
622,2021,EB35062,25.0
622,2021,EB35062,25.0
623,2021,3890344,263.0
624,2021,EB52044,57.0
624,2021,EB52044,57.0
624,2021,EB52044,57.0
625,2021,3907086,263.0
626,2021,EB63350,40.0
627,2021,EB86913,30.0
628,2021,EC01621,290.0
628,2021,EC01621,290.0
628,2021,EC01621,290.0
629,2021,EC72616,39.0
630,2021,EB61178,289.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
631,2021,EB98551,1.0
632,2021,TECH080,32.0
633,2021,TECH031,32.0
634,2021,EB30534,303.0
635,2021,,344.0
636,2021,Incid08,334.0
636,2021,Incid08,334.0
638,2021,Incid09,334.0
639,2021,EB48605,263.0
639,2021,EB48605,263.0
640,2021,Inciden,42.0
