case,year,par,repjur
181,2018,E809308,3.0
181,2018,E809308,3.0
182,2018,E809533,56.0
183,2018,E809540,25.0
184,2018,3578846,263.0
185,2018,E765451,242.0
185,2018,E765451,242.0
186,2018,3575660,263.0
187,2018,E773266,242.0
188,2018,E777184,29.0
189,2018,E781471,2.0
190,2018,E758652,189.0
190,2018,E758652,189.0
191,2018,E764286,42.0
192,2018,E809550,35.0
193,2018,E809655,2.0
194,2018,E810448,26.0
194,2018,E810448,26.0
195,2018,E811460,2.0
195,2018,E811460,2.0
196,2018,E804034,3.0
197,2018,E813636,7.0
197,2018,E813636,7.0
198,2018,E812166,7.0
198,2018,E812166,7.0
199,2018,E811062,305.0
200,2018,E811422,222.0
200,2018,E811422,222.0
201,2018,E811775,6.0
202,2018,E811927,162.0
202,2018,E811927,162.0
202,2018,E811927,162.0
203,2018,E812083,337.0
204,2018,E812622,1.0
205,2018,E813012,8.0
205,2018,E813012,8.0
206,2018,3789538,12.0
207,2018,E813614,2.0
207,2018,E813614,2.0
207,2018,E813614,2.0
207,2018,E813614,2.0
208,2018,E813810,55.0
209,2018,E807599,5.0
210,2018,E814044,290.0
210,2018,E814044,290.0
211,2018,E814992,127.0
212,2018,E815065,250.0
213,2018,E815227,7.0
214,2018,E815910,330.0
214,2018,E815910,330.0
214,2018,E815910,330.0
215,2018,E814424,34.0
216,2018,E816427,7.0
217,2018,E816997,2.0
218,2018,E817585,3.0
219,2018,E816547,55.0
220,2018,E817545,5.0
221,2018,E817122,21.0
222,2018,E816925,4.0
222,2018,E816925,4.0
223,2018,E818522,6.0
224,2018,E818652,26.0
225,2018,E818845,21.0
225,2018,E818845,21.0
226,2018,E818854,1.0
227,2018,E819244,2.0
228,2018,E819247,2.0
228,2018,E819247,2.0
229,2018,E819370,2.0
229,2018,E819370,2.0
230,2018,E817971,40.0
231,2018,E820628,6.0
231,2018,E820628,6.0
232,2018,E819635,21.0
232,2018,E819635,21.0
233,2018,E818929,25.0
234,2018,E819461,3.0
234,2018,E819461,3.0
235,2018,3756469,263.0
236,2018,E819271,2.0
236,2018,E819271,2.0
236,2018,E819271,2.0
237,2018,E819564,35.0
237,2018,E819564,35.0
237,2018,E819564,35.0
238,2018,E822709,2.0
238,2018,E822709,2.0
238,2018,E822709,2.0
238,2018,E822709,2.0
238,2018,E822709,2.0
239,2018,E817815,14.0
240,2018,E817747,5.0
241,2018,E820775,1.0
242,2018,E817299,7.0
242,2018,E817299,7.0
242,2018,E817299,7.0
242,2018,E817299,7.0
243,2018,E817508,146.0
243,2018,E817508,146.0
244,2018,E819958,5.0
245,2018,E820785,4.0
245,2018,E820785,4.0
246,2018,E818013,26.0
247,2018,E818105,55.0
247,2018,E818105,55.0
248,2018,E820253,3.0
249,2018,E820260,4.0
250,2018,E820291,1.0
251,2018,E820893,4.0
251,2018,E820893,4.0
252,2018,E821090,127.0
252,2018,E821090,127.0
253,2018,E821202,4.0
253,2018,E821202,4.0
254,2018,E821507,39.0
255,2018,E821586,122.0
256,2018,E821666,160.0
256,2018,E821666,160.0
257,2018,E821699,2.0
258,2018,E821957,26.0
258,2018,E821957,26.0
259,2018,E822207,26.0
260,2018,E823081,57.0
261,2018,E823432,2.0
261,2018,E823432,2.0
262,2018,E823631,290.0
263,2018,E823717,6.0
264,2018,E823902,4.0
264,2018,E823902,4.0
264,2018,E823902,4.0
265,2018,E824798,10.0
266,2018,E824918,26.0
267,2018,E826046,1.0
268,2018,E826099,278.0
269,2018,E826143,39.0
270,2018,E826153,1.0
271,2018,E826592,67.0
272,2018,E827448,6.0
273,2018,E827913,3.0
274,2018,E827924,7.0
274,2018,E827924,7.0
275,2018,E828062,3.0
276,2018,E828065,3.0
276,2018,E828065,3.0
277,2018,E828112,7.0
277,2018,E828112,7.0
277,2018,E828112,7.0
277,2018,E828112,7.0
278,2018,E829063,6.0
279,2018,E824099,14.0
280,2018,E824109,21.0
281,2018,E826988,2.0
282,2018,E827444,6.0
283,2018,E829010,7.0
284,2018,E829556,2.0
284,2018,E829556,2.0
284,2018,E829556,2.0
284,2018,E829556,2.0
284,2018,E829556,2.0
285,2018,E829957,248.0
285,2018,E829957,248.0
286,2018,E829993,6.0
287,2018,E830098,7.0
288,2018,E822181,290.0
289,2018,3789562,12.0
290,2018,E830051,2.0
290,2018,E830051,2.0
290,2018,E830051,2.0
290,2018,E830051,2.0
291,2018,E830321,248.0
292,2018,E830626,1.0
292,2018,E830626,1.0
292,2018,E830626,1.0
292,2018,E830626,1.0
293,2018,3751258,263.0
293,2018,3751258,263.0
293,2018,3751258,263.0
293,2018,3751258,263.0
295,2018,E834139,6.0
296,2018,E829235,248.0
297,2018,E833846,6.0
297,2018,E833846,6.0
298,2018,E833892,21.0
298,2018,E833892,21.0
299,2018,E822515,290.0
299,2018,E822515,290.0
301,2018,E834316,3.0
301,2018,E834316,3.0
301,2018,E834316,3.0
302,2018,E834659,146.0
302,2018,E834659,146.0
303,2018,E834660,146.0
303,2018,E834660,146.0
304,2018,E835071,2.0
305,2018,E835105,7.0
306,2018,E822897,250.0
307,2018,E832464,7.0
307,2018,E832464,7.0
307,2018,E832464,7.0
307,2018,E832464,7.0
308,2018,2709956,12.0
309,2018,E830739,3.0
310,2018,E835661,1.0
311,2018,E835692,6.0
312,2018,E836017,122.0
313,2018,E836350,1.0
314,2018,E833280,6.0
314,2018,E833280,6.0
315,2018,E830966,4.0
316,2018,E831476,2.0
317,2018,E832380,160.0
317,2018,E832380,160.0
318,2018,E832575,4.0
319,2018,E832509,159.0
319,2018,E832509,159.0
320,2018,E836826,25.0
320,2018,E836826,25.0
321,2018,E836878,67.0
321,2018,E836878,67.0
322,2018,E836976,346.0
323,2018,E837100,146.0
323,2018,E837100,146.0
324,2018,E837393,305.0
325,2018,E837725,39.0
325,2018,E837725,39.0
326,2018,E837794,269.0
326,2018,E837794,269.0
326,2018,E837794,269.0
326,2018,E837794,269.0
327,2018,E837994,3.0
327,2018,E837994,3.0
327,2018,E837994,3.0
327,2018,E837994,3.0
328,2018,E838120,7.0
328,2018,E838120,7.0
329,2018,E838192,1.0
330,2018,E838368,14.0
330,2018,E838368,14.0
330,2018,E838368,14.0
331,2018,E838650,146.0
331,2018,E838650,146.0
332,2018,E838740,1.0
332,2018,E838740,1.0
333,2018,E839009,3.0
334,2018,E837709,247.0
335,2018,E839419,7.0
336,2018,E839476,39.0
336,2018,E839476,39.0
337,2018,E839884,222.0
338,2018,E840255,5.0
338,2018,E840255,5.0
339,2018,E840297,2.0
339,2018,E840297,2.0
340,2018,E840434,6.0
340,2018,E840434,6.0
341,2018,E841053,60.0
343,2018,E843063,7.0
344,2018,E844411,305.0
345,2018,E844453,248.0
345,2018,E844453,248.0
346,2018,E815070,35.0
347,2018,E839737,36.0
348,2018,E840642,200.0
348,2018,E840642,200.0
349,2018,E845515,21.0
349,2018,E845515,21.0
350,2018,E845611,8.0
350,2018,E845611,8.0
351,2018,E846367,7.0
352,2018,E846785,160.0
353,2018,E846824,35.0
354,2018,E818308,7.0
355,2018,E845488,25.0
356,2018,E847435,6.0
356,2018,E847435,6.0
357,2018,E847521,14.0
358,2018,E841212,2.0
358,2018,E841212,2.0
359,2018,E839859,173.0
359,2018,E839859,173.0
361,2018,3751710,263.0
361,2018,3751710,263.0
362,2018,E848117,112.0
362,2018,E848117,112.0
363,2018,E848125,160.0
363,2018,E848125,160.0
364,2018,E848331,8.0
364,2018,E848331,8.0
365,2018,E848478,5.0
366,2018,E848776,7.0
367,2018,E849074,122.0
368,2018,E849167,2.0
368,2018,E849167,2.0
368,2018,E849167,2.0
369,2018,E849185,5.0
369,2018,E849185,5.0
370,2018,E849453,3.0
371,2018,E849902,4.0
371,2018,E849902,4.0
372,2018,E850067,5.0
374,2018,E851101,315.0
375,2018,E851269,5.0
376,2018,E851494,307.0
377,2018,E851684,3.0
378,2018,E852814,16.0
379,2018,E843470,169.0
379,2018,E843470,169.0
380,2018,E817446,25.0
380,2018,E817446,25.0
381,2018,E853014,5.0
382,2018,E853089,7.0
383,2018,E853710,2.0
383,2018,E853710,2.0
384,2018,E853812,4.0
384,2018,E853812,4.0
385,2018,E824877,35.0
386,2018,E844987,290.0
386,2018,E844987,290.0
387,2018,E854932,5.0
388,2018,3746668,263.0
388,2018,3746668,263.0
389,2018,E855214,346.0
390,2018,E855368,7.0
390,2018,E855368,7.0
391,2018,E855382,160.0
392,2018,E855512,40.0
393,2018,E855891,28.0
394,2018,E856029,7.0
395,2018,E856808,8.0
396,2018,E856916,8.0
397,2018,E857085,26.0
398,2018,E857161,42.0
399,2018,E857304,1.0
400,2018,E857393,41.0
402,2018,E857487,297.0
402,2018,E857487,297.0
403,2018,E857585,2.0
403,2018,E857585,2.0
404,2018,E857842,11.0
405,2018,E850607,8.0
405,2018,E850607,8.0
406,2018,E858776,180.0
407,2018,E859114,3.0
407,2018,E859114,3.0
408,2018,E859394,4.0
408,2018,E859394,4.0
408,2018,E859394,4.0
408,2018,E859394,4.0
408,2018,E859394,4.0
409,2018,E859476,3.0
409,2018,E859476,3.0
409,2018,E859476,3.0
409,2018,E859476,3.0
410,2018,E859813,42.0
410,2018,E859813,42.0
411,2018,E852018,7.0
412,2018,E860831,173.0
413,2018,E856061,2.0
413,2018,E856061,2.0
413,2018,E856061,2.0
413,2018,E856061,2.0
414,2018,E860914,25.0
414,2018,E860914,25.0
415,2018,E861465,14.0
416,2018,E861527,2.0
417,2018,E861644,46.0
418,2018,E861807,6.0
418,2018,E861807,6.0
419,2018,E862451,8.0
420,2018,E862525,7.0
420,2018,E862525,7.0
420,2018,E862525,7.0
421,2018,E862716,32.0
422,2018,E852372,290.0
423,2018,E852066,122.0
423,2018,E852066,122.0
425,2018,E863272,160.0
426,2018,E863974,278.0
427,2018,E864200,2.0
428,2018,E864453,5.0
429,2018,E864572,40.0
430,2018,E864686,5.0
431,2018,E864873,122.0
432,2018,E865205,7.0
433,2018,E865455,67.0
433,2018,E865455,67.0
433,2018,E865455,67.0
434,2018,E866214,305.0
435,2018,E866544,7.0
435,2018,E866544,7.0
435,2018,E866544,7.0
435,2018,E866544,7.0
436,2018,E867158,7.0
437,2018,E865592,5.0
437,2018,E865592,5.0
438,2018,E867303,5.0
438,2018,E867303,5.0
438,2018,E867303,5.0
439,2018,E867440,40.0
440,2018,E867791,7.0
441,2018,E867897,6.0
442,2018,E868257,14.0
443,2018,E868356,31.0
444,2018,E868426,6.0
444,2018,E868426,6.0
445,2018,E868435,6.0
445,2018,E868435,6.0
446,2018,E858418,2.0
446,2018,E858418,2.0
447,2018,E860990,7.0
447,2018,E860990,7.0
448,2018,E868699,25.0
448,2018,E868699,25.0
449,2018,E868733,21.0
450,2018,E868734,21.0
451,2018,E868930,222.0
452,2018,E870976,7.0
453,2018,E871028,1.0
453,2018,E871028,1.0
453,2018,E871028,1.0
454,2018,E871120,7.0
455,2018,E871292,298.0
455,2018,E871292,298.0
455,2018,E871292,298.0
456,2018,E871410,3.0
456,2018,E871410,3.0
457,2018,E871534,1.0
460,2018,E872038,7.0
460,2018,E872038,7.0
461,2018,E872248,25.0
461,2018,E872248,25.0
462,2018,E872691,35.0
463,2018,E872857,4.0
463,2018,E872857,4.0
464,2018,E872897,339.0
465,2018,E872902,339.0
466,2018,E872998,4.0
466,2018,E872998,4.0
466,2018,E872998,4.0
467,2018,E873054,221.0
468,2018,E873114,4.0
468,2018,E873114,4.0
469,2018,E874030,222.0
470,2018,E874079,42.0
471,2018,E874335,4.0
471,2018,E874335,4.0
471,2018,E874335,4.0
472,2018,E873992,7.0
473,2018,E874638,4.0
474,2018,E875914,2.0
475,2018,E876580,160.0
476,2018,E876928,9.0
477,2018,E877198,247.0
478,2018,E877471,6.0
478,2018,E877471,6.0
479,2018,E877730,16.0
480,2018,E878609,7.0
480,2018,E878609,7.0
481,2018,E879767,6.0
482,2018,E880236,7.0
482,2018,E880236,7.0
483,2018,E880661,2.0
483,2018,E880661,2.0
483,2018,E880661,2.0
485,2018,E880701,32.0
486,2018,E881029,39.0
487,2018,0MEDIA1,345.0
488,2018,E866907,8.0
489,2018,E883495,87.0
490,2018,E885282,39.0
490,2018,E885282,39.0
490,2018,E885282,39.0
491,2018,E862015,337.0
492,2018,E868097,2.0
493,2018,E866251,4.0
494,2018,E887160,222.0
495,2018,3795979,263.0
496,2018,E876253,278.0
497,2018,3767141,263.0
498,2018,E890327,31.0
500,2018,Media_D,
501,2018,E854361,32.0
502,2018,E867469,55.0
503,2018,E857686,2.0
504,2018,E898995,189.0
505,2018,E812564,173.0
505,2018,E812564,173.0
505,2018,E812564,173.0
505,2018,E812564,173.0
505,2018,E812564,173.0
506,2018,E815953,11.0
507,2018,E945130,17.0
1,2019,E880191,7.0
2,2019,E880983,146.0
2,2019,E880983,146.0
3,2019,E882539,26.0
3,2019,E882539,26.0
4,2019,E882638,3.0
5,2019,E878909,5.0
6,2019,E880474,40.0
7,2019,E881215,21.0
8,2019,E881311,55.0
9,2019,E881365,305.0
9,2019,E881365,305.0
9,2019,E881365,305.0
10,2019,E882420,40.0
11,2019,E883197,35.0
12,2019,E883511,184.0
12,2019,E883511,184.0
13,2019,E883702,28.0
14,2019,E883042,5.0
15,2019,E884294,159.0
16,2019,E884315,5.0
17,2019,E884708,6.0
17,2019,E884708,6.0
17,2019,E884708,6.0
17,2019,E884708,6.0
17,2019,E884708,6.0
18,2019,E885651,8.0
18,2019,E885651,8.0
19,2019,E885827,29.0
20,2019,E885996,5.0
20,2019,E885996,5.0
21,2019,E886569,2.0
22,2019,E886916,
22,2019,E886916,
23,2019,E884741,3.0
23,2019,E884741,3.0
23,2019,E884741,3.0
23,2019,E884741,3.0
24,2019,E886225,25.0
25,2019,E887024,40.0
26,2019,E887053,29.0
27,2019,E887107,8.0
27,2019,E887107,8.0
28,2019,E887454,4.0
29,2019,E887804,122.0
30,2019,E887858,4.0
30,2019,E887858,4.0
31,2019,E888005,35.0
31,2019,E888005,35.0
31,2019,E888005,35.0
32,2019,E888548,7.0
32,2019,E888548,7.0
33,2019,E889102,4.0
33,2019,E889102,4.0
33,2019,E889102,4.0
34,2019,E890097,290.0
35,2019,E890289,6.0
35,2019,E890289,6.0
36,2019,E890328,31.0
36,2019,E890328,31.0
37,2019,E890893,75.0
38,2019,E891885,1.0
39,2019,E891889,1.0
39,2019,E891889,1.0
39,2019,E891889,1.0
39,2019,E891889,1.0
39,2019,E891889,1.0
39,2019,E891889,1.0
39,2019,E891889,1.0
41,2019,E894113,155.0
42,2019,E894129,3.0
44,2019,E894576,3.0
45,2019,E894886,2.0
45,2019,E894886,2.0
45,2019,E894886,2.0
45,2019,E894886,2.0
46,2019,E894941,129.0
46,2019,E894941,129.0
47,2019,E895128,2.0
48,2019,E895186,1.0
48,2019,E895186,1.0
49,2019,E895374,248.0
49,2019,E895374,248.0
49,2019,E895374,248.0
50,2019,E896721,5.0
50,2019,E896721,5.0
51,2019,E897149,160.0
52,2019,E897242,29.0
53,2019,E897631,2.0
54,2019,E897680,14.0
55,2019,E897773,188.0
55,2019,E897773,188.0
56,2019,E897795,4.0
56,2019,E897795,4.0
57,2019,E898880,146.0
57,2019,E898880,146.0
58,2019,E899053,4.0
58,2019,E899053,4.0
59,2019,E899099,3.0
59,2019,E899099,3.0
60,2019,E899233,290.0
60,2019,E899233,290.0
60,2019,E899233,290.0
61,2019,E899305,35.0
62,2019,E899434,7.0
62,2019,E899434,7.0
63,2019,E899661,25.0
64,2019,E900266,2.0
65,2019,E899642,1.0
65,2019,E899642,1.0
65,2019,E899642,1.0
65,2019,E899642,1.0
65,2019,E899642,1.0
65,2019,E899642,1.0
66,2019,3748144,263.0
66,2019,3748144,263.0
67,2019,E900965,180.0
68,2019,E882470,250.0
69,2019,E901420,290.0
70,2019,E902965,122.0
70,2019,E902965,122.0
71,2019,E902989,42.0
72,2019,E903630,2.0
73,2019,E903900,3.0
73,2019,E903900,3.0
73,2019,E903900,3.0
73,2019,E903900,3.0
74,2019,E904233,2.0
75,2019,E904315,39.0
75,2019,E904315,39.0
76,2019,3581458,263.0
77,2019,E904788,46.0
78,2019,E904999,5.0
79,2019,E901603,4.0
79,2019,E901603,4.0
79,2019,E901603,4.0
80,2019,E903805,8.0
80,2019,E903805,8.0
81,2019,E905386,113.0
82,2019,E905389,298.0
83,2019,E905622,2.0
84,2019,E905625,278.0
85,2019,E885424,122.0
86,2019,E906372,36.0
87,2019,E906407,7.0
87,2019,E906407,7.0
88,2019,E906643,26.0
89,2019,E907057,1.0
90,2019,E880511,290.0
91,2019,E907243,146.0
91,2019,E907243,146.0
92,2019,E907254,6.0
93,2019,E907632,7.0
94,2019,E907862,180.0
95,2019,E907896,146.0
95,2019,E907896,146.0
96,2019,E907952,5.0
97,2019,E907496,14.0
97,2019,E907496,14.0
98,2019,E908332,14.0
99,2019,E908698,1.0
99,2019,E908698,1.0
99,2019,E908698,1.0
99,2019,E908698,1.0
100,2019,E908443,3.0
100,2019,E908443,3.0
101,2019,E886959,3.0
102,2019,E909663,5.0
103,2019,E909777,35.0
104,2019,E910021,5.0
104,2019,E910021,5.0
105,2019,E910563,146.0
105,2019,E910563,146.0
106,2019,3810331,263.0
106,2019,3810331,263.0
107,2019,E911226,42.0
107,2019,E911226,42.0
108,2019,E899539,290.0
108,2019,E899539,290.0
109,2019,E912871,6.0
109,2019,E912871,6.0
109,2019,E912871,6.0
109,2019,E912871,6.0
110,2019,E912921,6.0
111,2019,E913433,39.0
112,2019,E910672,5.0
112,2019,E910672,5.0
112,2019,E910672,5.0
112,2019,E910672,5.0
113,2019,E913639,47.0
113,2019,E913639,47.0
113,2019,E913639,47.0
114,2019,3753164,263.0
115,2019,E913863,339.0
115,2019,E913863,339.0
116,2019,E914827,8.0
117,2019,E914828,8.0
117,2019,E914828,8.0
117,2019,E914828,8.0
118,2019,E914919,1.0
119,2019,E915182,1.0
120,2019,E915297,3.0
120,2019,E915297,3.0
121,2019,E915428,2.0
121,2019,E915428,2.0
122,2019,E915551,35.0
122,2019,E915551,35.0
123,2019,E902346,1.0
124,2019,E915971,3.0
124,2019,E915971,3.0
125,2019,E916263,39.0
126,2019,E916308,35.0
127,2019,E916672,8.0
127,2019,E916672,8.0
128,2019,E916778,288.0
128,2019,E916778,288.0
129,2019,E917036,3.0
130,2019,E917267,2.0
130,2019,E917267,2.0
130,2019,E917267,2.0
130,2019,E917267,2.0
130,2019,E917267,2.0
130,2019,E917267,2.0
130,2019,E917267,2.0
131,2019,E917596,146.0
132,2019,E917791,16.0
133,2019,E917953,146.0
133,2019,E917953,146.0
134,2019,E901642,122.0
135,2019,E918789,7.0
135,2019,E918789,7.0
136,2019,E902079,6.0
136,2019,E902079,6.0
136,2019,E902079,6.0
137,2019,E918060,2.0
138,2019,E918296,3.0
138,2019,E918296,3.0
139,2019,E919553,8.0
139,2019,E919553,8.0
140,2019,E919740,6.0
140,2019,E919740,6.0
141,2019,E920493,290.0
142,2019,E886418,55.0
143,2019,3706023,263.0
144,2019,E920450,6.0
144,2019,E920450,6.0
145,2019,E921240,184.0
146,2019,E921356,5.0
147,2019,E921488,25.0
148,2019,E922494,35.0
149,2019,E922808,6.0
149,2019,E922808,6.0
150,2019,E922858,25.0
150,2019,E922858,25.0
151,2019,E923527,35.0
152,2019,E924152,122.0
153,2019,E924278,2.0
154,2019,E924363,5.0
154,2019,E924363,5.0
155,2019,E922598,7.0
155,2019,E922598,7.0
156,2019,E923395,2.0
157,2019,E925995,1.0
158,2019,E926374,40.0
158,2019,E926374,40.0
159,2019,E926447,157.0
160,2019,3690844,12.0
161,2019,3727925,40.0
162,2019,E926609,278.0
162,2019,E926609,278.0
163,2019,E926809,2.0
164,2019,E926984,1.0
164,2019,E926984,1.0
164,2019,E926984,1.0
164,2019,E926984,1.0
164,2019,E926984,1.0
164,2019,E926984,1.0
164,2019,E926984,1.0
165,2019,E927566,8.0
165,2019,E927566,8.0
166,2019,E906586,222.0
168,2019,E908752,25.0
169,2019,E927685,2.0
170,2019,E927693,7.0
170,2019,E927693,7.0
171,2019,E927748,2.0
171,2019,E927748,2.0
172,2019,E927874,8.0
172,2019,E927874,8.0
173,2019,E928636,4.0
173,2019,E928636,4.0
174,2019,E928744,30.0
174,2019,E928744,30.0
175,2019,E928933,146.0
176,2019,E929083,5.0
177,2019,E929090,5.0
177,2019,E929090,5.0
178,2019,E929213,8.0
178,2019,E929213,8.0
179,2019,E929760,35.0
179,2019,E929760,35.0
180,2019,E928835,290.0
181,2019,E929483,26.0
182,2019,E929696,7.0
182,2019,E929696,7.0
183,2019,E930005,129.0
183,2019,E930005,129.0
184,2019,E930127,3.0
184,2019,E930127,3.0
185,2019,E908378,159.0
185,2019,E908378,159.0
186,2019,E918788,7.0
187,2019,E916731,26.0
188,2019,E930330,242.0
189,2019,E905934,278.0
190,2019,E932603,6.0
190,2019,E932603,6.0
190,2019,E932603,6.0
191,2019,E933262,307.0
192,2019,E919375,173.0
193,2019,E934410,6.0
193,2019,E934410,6.0
193,2019,E934410,6.0
194,2019,E933789,6.0
194,2019,E933789,6.0
194,2019,E933789,6.0
194,2019,E933789,6.0
195,2019,E934230,146.0
196,2019,E934303,14.0
197,2019,E934621,2.0
198,2019,E934696,7.0
198,2019,E934696,7.0
199,2019,E934932,26.0
199,2019,E934932,26.0
200,2019,E935032,34.0
201,2019,E935214,6.0
202,2019,E935247,2.0
202,2019,E935247,2.0
203,2019,3811559,263.0
204,2019,E919639,65.0
204,2019,E919639,65.0
205,2019,E934239,5.0
206,2019,E935287,3.0
206,2019,E935287,3.0
206,2019,E935287,3.0
207,2019,E935340,2.0
207,2019,E935340,2.0
208,2019,E935754,16.0
209,2019,E932092,22.0
210,2019,E918172,4.0
211,2019,E936436,25.0
211,2019,E936436,25.0
212,2019,E936846,120.0
213,2019,E937123,42.0
213,2019,E937123,42.0
214,2019,E937515,35.0
215,2019,E937770,5.0
216,2019,E937824,1.0
216,2019,E937824,1.0
217,2019,E938426,160.0
217,2019,E938426,160.0
217,2019,E938426,160.0
217,2019,E938426,160.0
218,2019,E938584,8.0
219,2019,E938697,7.0
219,2019,E938697,7.0
220,2019,E938714,3.0
220,2019,E938714,3.0
223,2019,3767144,263.0
223,2019,3767144,263.0
223,2019,3767144,263.0
224,2019,E939463,2.0
224,2019,E939463,2.0
225,2019,E939714,12.0
226,2019,E939885,35.0
227,2019,E939908,1.0
227,2019,E939908,1.0
228,2019,E940194,39.0
229,2019,E940241,35.0
230,2019,E940384,35.0
230,2019,E940384,35.0
231,2019,E930471,146.0
231,2019,E930471,146.0
231,2019,E930471,146.0
234,2019,E941099,3.0
234,2019,E941099,3.0
235,2019,E941412,4.0
236,2019,E941427,4.0
236,2019,E941427,4.0
237,2019,E941558,172.0
237,2019,E941558,172.0
238,2019,E941590,8.0
238,2019,E941590,8.0
239,2019,E941869,290.0
240,2019,E942131,12.0
241,2019,E942417,5.0
242,2019,E942516,6.0
243,2019,E942668,7.0
243,2019,E942668,7.0
244,2019,E944270,146.0
244,2019,E944270,146.0
245,2019,E943969,2.0
246,2019,E944110,288.0
247,2019,E944151,2.0
248,2019,E944172,189.0
249,2019,E944303,1.0
249,2019,E944303,1.0
250,2019,E944660,40.0
251,2019,E944760,32.0
252,2019,E945239,250.0
253,2019,E945442,269.0
254,2019,E945444,262.0
254,2019,E945444,262.0
255,2019,E945534,247.0
256,2019,E945425,146.0
257,2019,E945674,42.0
258,2019,E945795,305.0
258,2019,E945795,305.0
258,2019,E945795,305.0
259,2019,E945822,242.0
260,2019,E945943,5.0
261,2019,E946041,8.0
262,2019,3692982,263.0
263,2019,E933707,39.0
263,2019,E933707,39.0
264,2019,E945003,2.0
264,2019,E945003,2.0
265,2019,E947668,4.0
265,2019,E947668,4.0
266,2019,E946448,248.0
266,2019,E946448,248.0
267,2019,E946872,3.0
267,2019,E946872,3.0
267,2019,E946872,3.0
268,2019,E946931,1.0
268,2019,E946931,1.0
269,2019,E946977,305.0
269,2019,E946977,305.0
269,2019,E946977,305.0
269,2019,E946977,305.0
269,2019,E946977,305.0
270,2019,E947144,2.0
271,2019,E947666,8.0
271,2019,E947666,8.0
272,2019,E948081,297.0
272,2019,E948081,297.0
273,2019,E948106,4.0
273,2019,E948106,4.0
273,2019,E948106,4.0
274,2019,E948235,21.0
274,2019,E948235,21.0
275,2019,E948471,305.0
276,2019,3752584,263.0
277,2019,E944819,3.0
278,2019,E948517,2.0
278,2019,E948517,2.0
279,2019,E926146,163.0
280,2019,E948778,349.0
281,2019,E949359,8.0
282,2019,E949442,297.0
282,2019,E949442,297.0
283,2019,E949475,2.0
284,2019,E949621,55.0
285,2019,E943557,7.0
285,2019,E943557,7.0
285,2019,E943557,7.0
286,2019,E949994,14.0
287,2019,E951171,26.0
287,2019,E951171,26.0
288,2019,E951465,4.0
289,2019,E951750,39.0
289,2019,E951750,39.0
290,2019,E951809,28.0
291,2019,E951931,5.0
291,2019,E951931,5.0
292,2019,E952454,59.0
293,2019,E924722,3.0
295,2019,E952976,290.0
295,2019,E952976,290.0
296,2019,E953429,127.0
296,2019,E953429,127.0
297,2019,E953822,160.0
298,2019,E954177,3.0
298,2019,E954177,3.0
299,2019,E954301,40.0
300,2019,E938326,57.0
300,2019,E938326,57.0
300,2019,E938326,57.0
300,2019,E938326,57.0
301,2019,E954769,44.0
302,2019,E955423,35.0
302,2019,E955423,35.0
303,2019,E955436,4.0
304,2019,E955916,120.0
305,2019,E956253,39.0
306,2019,E957141,305.0
306,2019,E957141,305.0
307,2019,E957223,2.0
307,2019,E957223,2.0
308,2019,E957257,300.0
308,2019,E957257,300.0
308,2019,E957257,300.0
308,2019,E957257,300.0
309,2019,E953543,7.0
309,2019,E953543,7.0
310,2019,E957982,6.0
310,2019,E957982,6.0
311,2019,E957923,5.0
312,2019,E958461,2.0
312,2019,E958461,2.0
313,2019,E959103,2.0
313,2019,E959103,2.0
314,2019,3795706,263.0
315,2019,E922378,1.0
316,2019,E944034,75.0
317,2019,E951909,2.0
317,2019,E951909,2.0
318,2019,E953447,112.0
319,2019,E957569,3.0
319,2019,E957569,3.0
320,2019,E957866,2.0
320,2019,E957866,2.0
321,2019,E957985,4.0
321,2019,E957985,4.0
322,2019,E957138,146.0
322,2019,E957138,146.0
323,2019,E958440,42.0
324,2019,E959445,7.0
325,2019,E959510,6.0
326,2019,E960295,4.0
327,2019,E960431,35.0
327,2019,E960431,35.0
327,2019,E960431,35.0
327,2019,E960431,35.0
328,2019,E960514,2.0
328,2019,E960514,2.0
329,2019,E924399,2.0
330,2019,E961241,127.0
331,2019,E961539,4.0
332,2019,E961693,3.0
333,2019,E961830,2.0
333,2019,E961830,2.0
334,2019,E961901,127.0
335,2019,E962250,5.0
335,2019,E962250,5.0
336,2019,E959764,29.0
337,2019,E962462,18.0
338,2019,E963016,73.0
338,2019,E963016,73.0
339,2019,E963336,8.0
339,2019,E963336,8.0
340,2019,E963892,4.0
341,2019,E964395,25.0
341,2019,E964395,25.0
342,2019,E964781,59.0
343,2019,E965054,14.0
343,2019,E965054,14.0
345,2019,E965465,8.0
346,2019,E965498,14.0
347,2019,E966298,278.0
348,2019,E967144,8.0
348,2019,E967144,8.0
349,2019,E967503,129.0
349,2019,E967503,129.0
350,2019,E967832,6.0
350,2019,E967832,6.0
350,2019,E967832,6.0
350,2019,E967832,6.0
351,2019,E967901,6.0
351,2019,E967901,6.0
352,2019,E968056,160.0
352,2019,E968056,160.0
353,2019,E968196,1.0
354,2019,E968352,1.0
355,2019,E968513,2.0
355,2019,E968513,2.0
356,2019,E969027,25.0
357,2019,3796019,263.0
357,2019,3796019,263.0
358,2019,E969643,3.0
359,2019,E970645,25.0
360,2019,E970646,25.0
361,2019,E970674,14.0
362,2019,E970943,33.0
