case,crash_dt,crash_tm,numfatal,crashtype
41,01/07/2019,23:42,1,6
42,02/02/2019,13:46,1,11
44,02/16/2019,21:49,1,2
45,01/26/2019,23:17,1,13
45,01/26/2019,23:17,1,98
45,01/26/2019,23:17,1,98
45,01/26/2019,23:17,1,98
46,02/19/2019,5:10,1,50
46,02/19/2019,5:10,1,51
47,02/17/2019,12:23,1,13
48,01/23/2019,16:20,1,86
48,01/23/2019,16:20,1,87
49,02/15/2019,10:34,1,50
49,02/15/2019,10:34,1,51
49,02/15/2019,10:34,1,98
50,02/23/2019,14:01,2,50
50,02/23/2019,14:01,2,51
51,02/24/2019,18:07,1,13
52,02/26/2019,17:20,1,6
53,02/20/2019,8:20,1,7
54,01/27/2019,8:17,1,2
55,02/22/2019,18:48,1,13
55,02/22/2019,18:48,1,98
56,02/27/2019,8:24,1,66
56,02/27/2019,8:24,1,66
57,02/23/2019,15:45,1,89
57,02/23/2019,15:45,1,88
58,02/27/2019,11:35,1,50
58,02/27/2019,11:35,1,51
59,03/04/2019,16:36,1,50
59,03/04/2019,16:36,1,51
60,02/15/2019,10:47,1,28
60,02/15/2019,10:47,1,29
60,02/15/2019,10:47,1,98
61,03/01/2019,11:21,1,1
62,02/18/2019,3:54,1,52
62,02/18/2019,3:54,1,52
63,03/03/2019,21:12,1,1
64,01/15/2019,19:10,1,13
65,02/04/2019,14:46,1,98
65,02/04/2019,14:46,1,98
65,02/04/2019,14:46,1,45
65,02/04/2019,14:46,1,47
65,02/04/2019,14:46,1,98
65,02/04/2019,14:46,1,98
66,01/18/2019,16:32,1,24
66,01/18/2019,16:32,1,25
67,03/07/2019,18:30,1,1
68,01/08/2019,20:53,1,2
69,03/08/2019,13:11,1,13
70,03/16/2019,5:57,1,50
70,03/16/2019,5:57,1,51
71,03/15/2019,8:22,1,1
72,03/19/2019,0:25,1,13
73,03/15/2019,6:15,1,50
73,03/15/2019,6:15,1,51
73,03/15/2019,6:15,1,98
73,03/15/2019,6:15,1,98
74,03/20/2019,20:31,1,13
75,03/16/2019,2:45,1,28
75,03/16/2019,2:45,1,29
76,01/31/2019,0:31,1,13
77,03/14/2019,7:40,1,13
78,03/25/2019,1:45,1,13
79,03/10/2019,19:25,1,64
79,03/10/2019,19:25,1,65
79,03/10/2019,19:25,1,98
80,03/19/2019,6:40,1,68
80,03/19/2019,6:40,1,69
81,03/18/2019,20:23,1,13
82,03/21/2019,1:05,1,2
83,03/24/2019,1:18,1,13
84,03/22/2019,16:58,1,2
85,01/22/2019,17:45,1,13
86,03/26/2019,5:18,1,6
87,03/22/2019,5:42,1,20
87,03/22/2019,5:42,1,21
88,03/28/2019,21:16,1,1
89,03/22/2019,13:00,1,6
90,01/07/2019,6:20,1,2
91,03/17/2019,14:15,1,87
91,03/17/2019,14:15,1,86
92,03/17/2019,1:26,1,6
93,03/14/2019,5:25,1,6
94,04/04/2019,9:03,1,13
95,04/02/2019,19:05,1,82
95,04/02/2019,19:05,1,83
96,03/29/2019,20:46,1,1
97,03/30/2019,0:25,1,21
97,03/30/2019,0:25,1,20
98,03/29/2019,19:36,1,98
99,04/05/2019,23:35,1,13
99,04/05/2019,23:35,1,98
99,04/05/2019,23:35,1,98
99,04/05/2019,23:35,1,98
100,03/29/2019,12:34,1,29
100,03/29/2019,12:34,1,28
101,01/27/2019,17:35,1,13
102,03/27/2019,20:25,1,13
103,04/09/2019,12:21,2,1
104,03/15/2019,13:36,2,50
104,03/15/2019,13:36,2,51
105,03/15/2019,16:50,1,88
105,03/15/2019,16:50,1,89
106,02/22/2019,19:13,1,13
106,02/22/2019,19:13,1,98
107,04/15/2019,14:02,2,50
107,04/15/2019,14:02,2,51
108,03/05/2019,16:52,1,87
108,03/05/2019,16:52,1,86
109,03/22/2019,15:54,1,50
109,03/22/2019,15:54,1,51
109,03/22/2019,15:54,1,98
109,03/22/2019,15:54,1,98
110,04/15/2019,14:17,1,7
111,04/20/2019,3:34,1,6
112,04/12/2019,15:25,1,98
112,04/12/2019,15:25,1,98
112,04/12/2019,15:25,1,98
112,04/12/2019,15:25,1,98
113,04/15/2019,13:23,1,50
113,04/15/2019,13:23,1,98
113,04/15/2019,13:23,1,51
114,02/25/2019,16:26,1,13
115,04/23/2019,11:33,1,82
115,04/23/2019,11:33,1,83
116,04/21/2019,17:53,1,1
117,04/20/2019,23:20,1,46
117,04/20/2019,23:20,1,98
117,04/20/2019,23:20,1,45
118,04/22/2019,1:37,1,1
119,04/27/2019,18:09,1,7
120,04/09/2019,20:22,1,68
120,04/09/2019,20:22,1,69
121,04/25/2019,18:08,1,88
121,04/25/2019,18:08,1,89
122,04/28/2019,15:42,1,50
122,04/28/2019,15:42,1,51
123,03/10/2019,18:54,1,6
124,04/30/2019,12:00,1,50
124,04/30/2019,12:00,1,51
125,05/02/2019,1:47,1,7
126,05/01/2019,18:36,1,92
127,04/17/2019,14:49,1,50
127,04/17/2019,14:49,1,51
128,04/27/2019,1:35,1,50
128,04/27/2019,1:35,1,51
129,05/04/2019,14:58,1,7
130,04/30/2019,5:35,1,28
130,04/30/2019,5:35,1,29
130,04/30/2019,5:35,1,98
130,04/30/2019,5:35,1,98
130,04/30/2019,5:35,1,98
130,04/30/2019,5:35,1,98
130,04/30/2019,5:35,1,98
131,05/03/2019,19:10,1,2
132,05/06/2019,14:13,1,6
133,05/07/2019,3:55,4,87
133,05/07/2019,3:55,4,86
134,03/11/2019,21:24,1,13
135,02/12/2019,14:49,1,21
135,02/12/2019,14:49,1,20
136,03/05/2019,13:08,1,6
136,03/05/2019,13:08,1,98
136,03/05/2019,13:08,1,98
137,04/17/2019,17:35,1,6
138,05/01/2019,6:05,1,68
138,05/01/2019,6:05,1,69
139,05/03/2019,14:34,1,82
139,05/03/2019,14:34,1,83
140,04/30/2019,21:16,1,87
140,04/30/2019,21:16,1,86
141,05/14/2019,21:31,1,13
142,01/22/2019,18:47,1,13
143,03/29/2019,21:17,1,13
144,05/11/2019,11:57,1,64
144,05/11/2019,11:57,1,65
145,05/16/2019,18:07,1,6
146,05/02/2019,23:35,1,1
147,05/09/2019,20:21,1,1
148,05/18/2019,0:55,1,6
149,04/22/2019,14:45,2,68
149,04/22/2019,14:45,2,69
150,05/09/2019,11:04,1,50
150,05/09/2019,11:04,1,51
151,05/18/2019,1:51,1,6
152,05/25/2019,21:30,1,13
153,05/25/2019,2:15,1,11
154,05/26/2019,15:53,2,87
154,05/26/2019,15:53,2,86
155,05/06/2019,18:35,1,69
155,05/06/2019,18:35,1,68
156,05/19/2019,12:15,1,6
157,06/01/2019,4:43,1,7
158,05/16/2019,21:07,1,13
158,05/16/2019,21:07,1,98
159,05/24/2019,5:30,1,1
160,03/29/2019,10:58,1,6
161,04/20/2019,5:43,1,1
162,06/02/2019,20:44,1,73
162,06/02/2019,20:44,1,72
163,05/26/2019,11:10,1,6
164,05/28/2019,15:11,1,20
164,05/28/2019,15:11,1,21
164,05/28/2019,15:11,1,98
164,05/28/2019,15:11,1,98
164,05/28/2019,15:11,1,98
164,05/28/2019,15:11,1,98
164,05/28/2019,15:11,1,98
165,03/31/2019,2:14,1,50
165,03/31/2019,2:14,1,51
166,03/31/2019,9:33,1,13
168,03/29/2019,3:21,1,1
169,06/03/2019,1:36,1,1
170,06/06/2019,0:20,1,15
170,06/06/2019,0:20,1,98
171,06/06/2019,9:09,1,50
171,06/06/2019,9:09,1,51
172,05/29/2019,16:42,1,51
172,05/29/2019,16:42,1,50
173,06/04/2019,9:15,1,98
173,06/04/2019,9:15,1,98
174,06/02/2019,12:19,1,50
174,06/02/2019,12:19,1,51
175,06/08/2019,4:10,1,98
176,06/01/2019,16:42,1,1
177,06/04/2019,12:20,1,98
177,06/04/2019,12:20,1,98
178,05/23/2019,7:40,1,64
178,05/23/2019,7:40,1,65
179,06/09/2019,10:05,1,68
179,06/09/2019,10:05,1,69
180,06/10/2019,12:36,1,13
181,06/12/2019,0:09,1,6
182,06/07/2019,15:53,1,98
182,06/07/2019,15:53,1,98
183,06/01/2019,13:28,1,50
183,06/01/2019,13:28,1,51
184,06/10/2019,11:40,1,50
184,06/10/2019,11:40,1,51
185,04/03/2019,10:19,1,50
185,04/03/2019,10:19,1,51
186,04/23/2019,8:41,1,13
187,04/30/2019,19:04,1,2
188,06/12/2019,20:06,1,1
189,03/21/2019,3:21,1,1
190,05/26/2019,1:53,1,66
190,05/26/2019,1:53,1,66
190,05/26/2019,1:53,1,98
191,06/23/2019,21:51,1,1
192,05/11/2019,20:40,1,6
193,06/26/2019,9:35,1,50
193,06/26/2019,9:35,1,51
193,06/26/2019,9:35,1,98
194,06/09/2019,3:55,1,6
194,06/09/2019,3:55,1,98
194,06/09/2019,3:55,1,98
194,06/09/2019,3:55,1,98
195,06/21/2019,11:25,1,1
196,06/25/2019,16:45,2,1
197,06/09/2019,18:14,1,6
198,06/25/2019,4:27,1,82
198,06/25/2019,4:27,1,83
199,06/27/2019,16:26,1,50
199,06/27/2019,16:26,1,51
200,06/17/2019,15:55,1,1
201,06/25/2019,12:01,1,6
202,06/29/2019,14:30,1,87
202,06/29/2019,14:30,1,86
203,05/14/2019,16:49,1,2
204,05/05/2019,19:25,1,50
204,05/05/2019,19:25,1,51
205,06/20/2019,17:04,1,7
206,06/08/2019,0:33,1,13
206,06/08/2019,0:33,1,98
206,06/08/2019,0:33,1,98
207,06/22/2019,3:05,1,32
207,06/22/2019,3:05,1,32
208,06/30/2019,4:30,1,1
209,04/29/2019,15:02,1,98
210,05/05/2019,14:52,1,98
211,06/28/2019,20:52,1,98
211,06/28/2019,20:52,1,98
212,06/30/2019,1:10,1,13
213,06/29/2019,2:43,1,50
213,06/29/2019,2:43,1,51
214,07/06/2019,15:27,1,7
215,06/30/2019,12:36,1,6
216,06/22/2019,23:31,1,50
216,06/22/2019,23:31,1,51
217,06/30/2019,22:09,1,47
217,06/30/2019,22:09,1,45
217,06/30/2019,22:09,1,98
217,06/30/2019,22:09,1,98
218,07/05/2019,4:05,1,98
219,06/23/2019,2:12,1,1
219,06/23/2019,2:12,1,98
220,07/03/2019,20:55,1,29
220,07/03/2019,20:55,1,28
223,06/10/2019,17:13,1,68
223,06/10/2019,17:13,1,69
223,06/10/2019,17:13,1,98
224,07/01/2019,21:10,1,83
224,07/01/2019,21:10,1,82
225,06/29/2019,14:34,1,1
226,07/14/2019,14:20,1,7
227,07/14/2019,10:25,1,6
227,07/14/2019,10:25,1,98
228,07/13/2019,21:44,1,1
229,07/15/2019,20:03,1,6
230,07/14/2019,23:26,1,50
230,07/14/2019,23:26,1,51
231,06/14/2019,12:04,1,64
231,06/14/2019,12:04,1,65
231,06/14/2019,12:04,1,98
234,06/25/2019,14:57,2,68
234,06/25/2019,14:57,2,69
235,07/17/2019,9:45,1,6
236,07/06/2019,16:41,1,50
236,07/06/2019,16:41,1,51
237,07/17/2019,12:00,1,50
237,07/17/2019,12:00,1,51
238,07/10/2019,6:59,1,66
238,07/10/2019,6:59,1,66
239,07/18/2019,12:36,1,13
240,07/20/2019,15:41,1,1
241,07/18/2019,14:41,1,1
242,07/02/2019,10:20,1,7
243,07/16/2019,4:47,1,50
243,07/16/2019,4:47,1,51
244,06/20/2019,17:04,1,88
244,06/20/2019,17:04,1,89
245,07/12/2019,23:03,1,13
246,07/25/2019,23:03,1,13
247,07/24/2019,14:12,1,1
248,07/27/2019,1:52,1,13
249,07/23/2019,0:38,1,66
249,07/23/2019,0:38,1,66
250,07/26/2019,12:43,1,6
251,07/12/2019,14:30,1,6
252,07/21/2019,19:55,1,1
253,07/23/2019,5:47,1,1
254,07/25/2019,13:01,1,98
254,07/25/2019,13:01,1,98
255,07/22/2019,21:05,1,6
256,07/29/2019,20:50,1,1
257,07/28/2019,6:10,1,1
258,07/26/2019,23:44,2,83
258,07/26/2019,23:44,2,98
258,07/26/2019,23:44,2,82
259,07/30/2019,1:25,1,98
260,07/23/2019,15:12,1,7
261,07/24/2019,14:52,1,1
262,07/03/2019,9:22,1,13
263,06/23/2019,0:14,1,50
263,06/23/2019,0:14,1,51
264,07/05/2019,0:02,1,50
264,07/05/2019,0:02,1,51
265,07/10/2019,15:37,1,50
265,07/10/2019,15:37,1,51
266,08/03/2019,0:17,1,28
266,08/03/2019,0:17,1,29
267,08/03/2019,18:12,1,98
267,08/03/2019,18:12,1,98
267,08/03/2019,18:12,1,98
268,08/01/2019,18:53,1,51
268,08/01/2019,18:53,1,50
269,08/02/2019,13:55,1,20
269,08/02/2019,13:55,1,21
269,08/02/2019,13:55,1,98
269,08/02/2019,13:55,1,98
269,08/02/2019,13:55,1,98
270,07/25/2019,14:54,1,1
271,08/03/2019,11:57,2,50
271,08/03/2019,11:57,2,51
272,08/06/2019,20:50,1,98
272,08/06/2019,20:50,1,98
273,08/04/2019,11:49,1,78
273,08/04/2019,11:49,1,79
273,08/04/2019,11:49,1,98
274,08/01/2019,5:21,1,68
274,08/01/2019,5:21,1,69
275,06/24/2019,21:31,1,13
276,07/15/2019,8:46,1,13
277,07/27/2019,19:58,1,2
278,05/03/2019,8:08,1,20
278,05/03/2019,8:08,1,21
279,05/31/2019,16:20,1,13
280,07/31/2019,22:13,1,6
281,08/02/2019,22:28,1,13
282,08/12/2019,19:08,1,50
282,08/12/2019,19:08,1,51
283,07/23/2019,22:42,1,13
284,08/03/2019,1:00,1,13
285,07/24/2019,9:33,1,20
285,07/24/2019,9:33,1,21
285,07/24/2019,9:33,1,98
286,07/31/2019,22:32,1,1
287,08/17/2019,16:43,1,50
287,08/17/2019,16:43,1,51
288,08/17/2019,8:30,1,1
289,08/14/2019,14:35,1,98
289,08/14/2019,14:35,1,98
290,08/17/2019,5:20,1,1
291,08/03/2019,19:51,1,68
291,08/03/2019,19:51,1,69
292,08/14/2019,7:51,1,13
293,05/06/2019,18:02,1,6
295,08/23/2019,20:49,1,13
295,08/23/2019,20:49,1,98
296,08/25/2019,21:05,1,68
296,08/25/2019,21:05,1,69
297,08/23/2019,22:43,1,13
298,08/22/2019,2:22,1,6
298,08/22/2019,2:22,1,98
299,08/25/2019,18:39,1,98
300,07/08/2019,8:00,1,86
300,07/08/2019,8:00,1,87
300,07/08/2019,8:00,1,98
300,07/08/2019,8:00,1,98
301,08/16/2019,13:00,1,3
302,08/30/2019,20:39,1,83
302,08/30/2019,20:39,1,82
303,08/29/2019,19:50,1,2
304,08/23/2019,10:40,1,13
305,08/23/2019,14:48,1,1
306,09/01/2019,17:17,1,68
306,09/01/2019,17:17,1,69
307,08/31/2019,21:00,1,68
307,08/31/2019,21:00,1,69
308,09/04/2019,18:12,1,20
308,09/04/2019,18:12,1,21
308,09/04/2019,18:12,1,98
308,09/04/2019,18:12,1,98
309,08/15/2019,21:26,1,98
309,08/15/2019,21:26,1,98
310,08/01/2019,5:07,2,50
310,08/01/2019,5:07,2,51
311,08/20/2019,15:32,1,11
312,09/02/2019,17:46,1,68
312,09/02/2019,17:46,1,69
313,08/18/2019,11:33,1,50
313,08/18/2019,11:33,1,51
314,08/13/2019,21:20,1,13
315,05/16/2019,14:47,1,6
316,07/15/2019,6:18,1,15
317,08/17/2019,18:40,1,82
317,08/17/2019,18:40,1,83
318,08/25/2019,1:34,1,1
319,08/20/2019,18:24,1,24
319,08/20/2019,18:24,1,25
320,09/07/2019,15:10,1,98
320,09/07/2019,15:10,1,98
321,09/06/2019,2:59,1,50
321,09/06/2019,2:59,1,51
322,09/02/2019,21:15,1,89
322,09/02/2019,21:15,1,88
323,09/09/2019,17:50,1,1
324,09/10/2019,23:06,1,13
325,09/05/2019,13:35,1,6
326,09/10/2019,22:48,1,13
327,09/10/2019,8:38,1,50
327,09/10/2019,8:38,1,51
327,09/10/2019,8:38,1,98
327,09/10/2019,8:38,1,98
328,09/08/2019,5:15,1,98
328,09/08/2019,5:15,1,98
329,05/27/2019,19:40,1,1
330,09/12/2019,16:04,1,6
331,09/13/2019,0:01,1,6
332,09/02/2019,14:00,1,1
333,09/18/2019,20:35,1,47
333,09/18/2019,20:35,1,45
334,09/13/2019,0:28,1,13
335,09/14/2019,18:38,1,50
335,09/14/2019,18:38,1,51
336,09/07/2019,20:04,1,6
337,07/21/2019,18:15,1,6
338,09/23/2019,7:51,1,50
338,09/23/2019,7:51,1,51
339,09/13/2019,13:27,1,82
339,09/13/2019,13:27,1,83
340,09/20/2019,0:32,1,1
341,09/18/2019,19:56,2,50
341,09/18/2019,19:56,2,51
342,09/22/2019,17:46,1,13
343,09/15/2019,15:53,1,51
343,09/15/2019,15:53,1,50
345,09/22/2019,5:56,1,1
346,09/23/2019,10:48,1,1
347,10/01/2019,14:51,1,98
348,09/27/2019,15:55,1,69
348,09/27/2019,15:55,1,68
349,09/28/2019,21:00,1,68
349,09/28/2019,21:00,1,69
350,10/04/2019,10:04,1,50
350,10/04/2019,10:04,1,51
350,10/04/2019,10:04,1,98
350,10/04/2019,10:04,1,98
351,09/29/2019,19:05,1,98
351,09/29/2019,19:05,1,98
352,10/02/2019,14:39,1,69
352,10/02/2019,14:39,1,68
353,10/04/2019,10:52,1,1
354,09/30/2019,1:29,1,6
355,10/07/2019,0:44,1,50
355,10/07/2019,0:44,1,51
356,10/04/2019,22:00,1,98
357,10/08/2019,7:05,1,64
357,10/08/2019,7:05,1,65
358,09/28/2019,2:27,1,13
359,09/30/2019,2:20,1,0
360,10/04/2019,18:43,1,13
361,10/08/2019,8:32,1,13
362,04/10/2019,13:46,1,11
363,10/15/2019,18:53,1,83
363,10/15/2019,18:53,1,82
364,10/15/2019,20:21,1,13
365,10/12/2019,17:10,1,1
366,10/16/2019,10:40,1,50
366,10/16/2019,10:40,1,51
367,09/09/2019,8:32,1,82
367,09/09/2019,8:32,1,83
368,09/25/2019,20:55,1,6
369,10/11/2019,13:59,1,98
369,10/11/2019,13:59,1,6
369,10/11/2019,13:59,1,98
370,09/19/2019,22:21,1,50
370,09/19/2019,22:21,1,51
371,10/18/2019,16:40,1,13
372,10/09/2019,23:50,1,13
373,10/18/2019,21:30,1,98
373,10/18/2019,21:30,1,98
373,10/18/2019,21:30,1,98
374,10/22/2019,12:20,1,50
374,10/22/2019,12:20,1,51
375,10/11/2019,19:28,1,1
376,10/08/2019,2:55,1,6
377,10/22/2019,18:56,1,7
378,10/27/2019,6:15,1,13
379,10/20/2019,10:26,1,6
379,10/20/2019,10:26,1,98
379,10/20/2019,10:26,1,98
380,10/22/2019,9:31,1,50
380,10/22/2019,9:31,1,51
381,10/10/2019,0:01,1,2
382,10/18/2019,11:15,1,52
382,10/18/2019,11:15,1,52
382,10/18/2019,11:15,1,98
382,10/18/2019,11:15,1,98
383,10/29/2019,16:05,1,13
384,10/22/2019,22:44,1,89
384,10/22/2019,22:44,1,88
385,10/29/2019,10:26,1,1
385,10/29/2019,10:26,1,98
386,10/22/2019,13:01,1,68
386,10/22/2019,13:01,1,69
387,10/21/2019,19:24,1,13
388,10/31/2019,21:11,1,6
389,10/26/2019,23:33,1,6
390,10/10/2019,6:16,1,50
390,10/10/2019,6:16,1,51
391,11/03/2019,20:03,1,13
392,10/26/2019,2:30,1,2
393,11/02/2019,11:03,1,11
394,10/20/2019,20:50,1,1
395,10/11/2019,23:22,1,6
396,09/18/2019,23:12,1,98
396,09/18/2019,23:12,1,98
397,10/02/2019,1:19,1,13
398,11/06/2019,15:10,1,50
398,11/06/2019,15:10,1,51
399,11/08/2019,8:50,1,1
400,11/09/2019,17:39,1,13
401,11/08/2019,11:39,1,83
401,11/08/2019,11:39,1,82
402,11/06/2019,5:44,1,46
402,11/06/2019,5:44,1,98
402,11/06/2019,5:44,1,45
403,11/12/2019,20:27,1,2
404,10/22/2019,18:20,1,6
405,11/06/2019,17:39,1,13
406,10/27/2019,1:02,1,13
407,11/11/2019,21:30,1,13
408,11/14/2019,0:40,1,13
409,11/01/2019,19:36,1,13
410,11/17/2019,1:04,1,13
411,11/05/2019,17:15,1,13
412,11/14/2019,6:50,1,2
413,11/04/2019,10:30,2,98
414,11/20/2019,1:15,1,13
414,11/20/2019,1:15,1,98
415,11/11/2019,3:40,3,2
416,11/21/2019,1:27,1,1
417,11/22/2019,5:54,1,50
417,11/22/2019,5:54,1,51
419,11/20/2019,6:33,1,13
420,11/16/2019,0:01,1,1
421,11/27/2019,16:32,1,82
421,11/27/2019,16:32,1,83
422,11/21/2019,4:40,1,6
423,11/15/2019,11:41,1,68
423,11/15/2019,11:41,1,69
424,11/19/2019,15:43,1,69
424,11/19/2019,15:43,1,68
426,11/24/2019,9:55,1,98
427,11/28/2019,23:50,1,6
428,10/15/2019,22:47,1,1
429,11/24/2019,3:44,1,13
430,11/29/2019,19:40,1,50
430,11/29/2019,19:40,1,51
431,12/07/2019,20:50,1,88
431,12/07/2019,20:50,1,89
432,10/27/2019,14:56,1,66
432,10/27/2019,14:56,1,66
433,12/06/2019,17:52,1,1
434,11/17/2019,19:10,1,13
435,11/29/2019,19:30,1,2
436,12/05/2019,17:46,1,68
436,12/05/2019,17:46,1,69
437,11/28/2019,22:56,1,13
437,11/28/2019,22:56,1,98
437,11/28/2019,22:56,1,98
438,12/10/2019,17:19,1,13
439,12/13/2019,6:28,1,2
440,12/13/2019,22:09,2,24
440,12/13/2019,22:09,2,25
441,12/12/2019,20:45,1,14
442,12/06/2019,9:40,1,1
443,12/04/2019,21:57,1,1
444,12/09/2019,2:15,1,92
445,12/17/2019,18:19,1,13
446,12/15/2019,17:10,1,66
446,12/15/2019,17:10,1,66
446,12/15/2019,17:10,1,98
447,12/19/2019,3:42,1,13
449,12/17/2019,19:06,1,1
450,12/20/2019,11:34,1,7
451,12/23/2019,13:30,1,1
452,12/13/2019,6:00,1,6
453,12/14/2019,18:23,1,13
454,12/13/2019,8:45,1,66
454,12/13/2019,8:45,1,66
455,12/14/2019,18:40,1,66
455,12/14/2019,18:40,1,66
456,12/21/2019,0:36,1,11
457,12/04/2019,1:40,1,13
458,12/27/2019,5:40,1,7
459,12/27/2019,1:10,1,98
459,12/27/2019,1:10,1,98
460,12/26/2019,19:24,1,13
460,12/26/2019,19:24,1,98
460,12/26/2019,19:24,1,98
461,12/18/2019,16:56,1,13
462,12/16/2019,17:45,1,2
463,12/28/2019,23:30,1,6
464,12/27/2019,17:00,1,12
465,12/19/2019,17:16,1,13
466,12/31/2019,20:45,1,6
467,12/20/2019,16:28,1,50
467,12/20/2019,16:28,1,51
468,12/29/2019,18:29,2,50
468,12/29/2019,18:29,2,51
469,12/29/2019,20:28,1,7
470,12/31/2019,18:42,1,2
471,12/31/2019,21:15,1,1
472,12/11/2019,18:35,1,13
472,12/11/2019,18:35,1,98
473,12/22/2019,2:31,1,6
473,12/22/2019,2:31,1,98
474,12/19/2019,16:44,1,13
475,11/11/2019,18:04,1,6
476,11/22/2019,23:16,1,6
477,11/24/2019,1:50,1,11
478,11/29/2019,13:04,2,1
479,11/27/2019,18:59,1,13
480,12/06/2019,14:22,1,1
482,12/06/2019,16:03,1,50
482,12/06/2019,16:03,1,51
483,12/15/2019,16:46,1,13
484,12/18/2019,12:03,1,24
484,12/18/2019,12:03,1,25
484,12/18/2019,12:03,1,98
485,12/12/2019,20:09,1,13
486,12/21/2019,3:16,1,1
487,12/26/2019,1:39,1,13
488,06/03/2019,10:00,1,98
488,06/03/2019,10:00,1,98
489,09/03/2019,17:43,1,13
490,12/25/2019,15:46,1,83
490,12/25/2019,15:46,1,82
491,11/10/2019,13:00,1,6
492,12/13/2019,9:03,1,20
492,12/13/2019,9:03,1,21
493,12/14/2019,22:26,1,6
494,12/27/2019,21:04,1,82
494,12/27/2019,21:04,1,83
495,12/16/2019,13:04,1,89
495,12/16/2019,13:04,1,88
496,12/19/2019,10:01,1,0
497,08/27/2019,7:15,1,14
498,12/16/2019,14:19,1,11
499,03/08/2019,13:27,1,20
499,03/08/2019,13:27,1,21
499,03/08/2019,13:27,1,98
500,07/16/2019,6:07,1,1
502,11/18/2019,21:36,1,6
505,08/14/2019,22:06,1,13
506,07/13/2019,12:43,1,14
506,07/13/2019,12:43,1,98
507,09/14/2019,19:30,1,1
508,06/20/2019,17:00,1,1
509,07/28/2019,22:17,1,1
510,07/08/2019,19:23,1,24
510,07/08/2019,19:23,1,25
511,01/02/2019,5:48,1,13
512,02/02/2019,8:34,1,50
512,02/02/2019,8:34,1,51
513,02/03/2019,18:30,1,6
514,02/16/2019,19:41,1,13
515,03/17/2019,8:24,1,88
515,03/17/2019,8:24,1,89
516,04/20/2019,19:06,1,82
516,04/20/2019,19:06,1,83
517,06/05/2019,18:15,1,6
518,05/09/2019,14:44,1,1
519,06/21/2019,22:23,1,13
520,06/25/2019,20:26,1,68
520,06/25/2019,20:26,1,69
521,09/21/2019,18:14,1,1
523,11/22/2019,20:32,1,13
524,12/25/2019,11:52,1,6
525,08/06/2019,11:45,1,98
526,09/30/2019,8:57,1,13
527,10/30/2019,6:28,1,82
527,10/30/2019,6:28,1,83
528,12/14/2019,8:35,1,7
529,12/04/2019,1:07,1,13
1,01/06/2020,20:19,1,13
3,01/06/2020,17:51,1,13
4,01/03/2020,2:40,1,66
4,01/03/2020,2:40,1,66
5,01/05/2020,14:14,1,98
5,01/05/2020,14:14,1,98
6,01/07/2020,20:31,1,64
6,01/07/2020,20:31,1,65
7,01/12/2020,1:45,1,2
8,01/14/2020,17:15,1,98
8,01/14/2020,17:15,1,98
9,01/05/2020,19:56,1,13
10,01/01/2020,20:10,1,2
11,01/11/2020,4:28,1,13
12,01/15/2020,6:00,1,98
13,01/16/2020,11:39,1,68
13,01/16/2020,11:39,1,69
14,01/09/2020,1:35,1,7
15,01/09/2020,7:24,1,13
16,01/20/2020,19:05,1,50
16,01/20/2020,19:05,1,51
17,01/04/2020,16:28,2,50
17,01/04/2020,16:28,2,51
18,01/25/2020,11:21,1,50
18,01/25/2020,11:21,1,51
19,01/26/2020,22:58,1,13
20,01/21/2020,6:29,2,13
21,01/14/2020,7:33,1,13
22,01/13/2020,22:15,1,2
24,01/23/2020,12:22,1,6
25,01/31/2020,18:58,1,13
26,01/30/2020,21:21,1,82
26,01/30/2020,21:21,1,83
27,01/27/2020,6:18,1,7
28,01/21/2020,13:48,1,50
28,01/21/2020,13:48,1,51
29,01/31/2020,16:57,1,50
29,01/31/2020,16:57,1,51
30,01/31/2020,10:48,1,1
31,02/17/2020,15:00,1,20
31,02/17/2020,15:00,1,21
33,01/30/2020,2:42,1,14
34,02/01/2020,13:46,1,1
35,02/02/2020,16:28,1,6
37,02/01/2020,0:54,1,13
38,02/04/2020,15:02,1,66
38,02/04/2020,15:02,1,66
39,02/02/2020,2:21,2,14
40,02/11/2020,1:41,1,13
41,02/01/2020,4:30,1,13
42,02/02/2020,19:35,1,13
43,02/09/2020,6:13,1,88
43,02/09/2020,6:13,1,89
44,02/10/2020,19:20,1,20
44,02/10/2020,19:20,1,21
44,02/10/2020,19:20,1,98
45,02/12/2020,23:57,2,52
45,02/12/2020,23:57,2,52
45,02/12/2020,23:57,2,98
46,02/02/2020,15:10,1,89
46,02/02/2020,15:10,1,88
47,02/19/2020,6:57,1,66
47,02/19/2020,6:57,1,66
48,02/22/2020,15:55,1,20
48,02/22/2020,15:55,1,21
48,02/22/2020,15:55,1,98
49,02/25/2020,19:47,1,98
50,02/18/2020,19:31,1,82
50,02/18/2020,19:31,1,83
51,01/07/2020,15:50,1,13
52,03/03/2020,4:26,1,13
53,03/04/2020,3:35,1,1
54,02/24/2020,0:42,1,7
55,02/14/2020,18:12,1,66
55,02/14/2020,18:12,1,66
56,03/08/2020,4:38,1,6
58,03/02/2020,23:29,1,6
59,03/08/2020,20:15,1,13
60,03/07/2020,15:46,1,66
60,03/07/2020,15:46,1,66
61,03/12/2020,5:19,1,13
62,03/03/2020,0:11,1,1
63,03/11/2020,18:57,2,6
64,03/01/2020,1:47,1,13
