case,crash_dt,crash_tm,numfatal,crashtype
1,01/01/2018,17:50,1,68
2,01/01/2018,6:08,1,13
3,01/03/2018,20:10,1,50
3,01/03/2018,20:10,1,51
4,01/03/2018,17:55,1,13
5,01/05/2018,13:50,1,69
5,01/05/2018,13:50,1,68
5,01/05/2018,13:50,1,98
6,01/06/2018,22:34,1,13
7,01/05/2018,10:39,1,50
7,01/05/2018,10:39,1,51
8,01/08/2018,16:50,1,13
9,01/07/2018,2:06,1,6
10,01/10/2018,6:12,1,13
11,01/11/2018,11:06,1,66
11,01/11/2018,11:06,1,66
12,01/11/2018,9:36,1,2
13,01/12/2018,2:40,1,2
13,01/12/2018,2:40,1,98
14,01/11/2018,22:49,1,13
14,01/11/2018,22:49,1,98
15,01/17/2018,17:20,1,50
15,01/17/2018,17:20,1,51
15,01/17/2018,17:20,1,98
15,01/17/2018,17:20,1,98
16,01/19/2018,21:00,1,13
17,01/11/2018,16:08,1,66
17,01/11/2018,16:08,1,66
18,01/23/2018,17:17,1,13
19,01/22/2018,11:54,1,13
20,01/19/2018,19:02,1,13
21,01/19/2018,12:35,1,20
21,01/19/2018,12:35,1,21
22,01/23/2018,17:42,1,13
23,01/25/2018,5:46,1,2
24,01/26/2018,17:22,1,13
24,01/26/2018,17:22,1,98
26,01/15/2018,17:54,1,89
26,01/15/2018,17:54,1,88
27,01/25/2018,4:34,1,2
28,01/14/2018,4:30,1,13
29,01/27/2018,14:52,1,66
29,01/27/2018,14:52,1,66
29,01/27/2018,14:52,1,98
30,01/27/2018,3:16,1,2
31,01/23/2018,19:42,1,13
32,01/24/2018,18:11,1,13
34,01/25/2018,18:08,1,13
35,02/02/2018,18:00,1,7
36,02/02/2018,1:47,1,7
38,02/09/2018,12:45,2,50
38,02/09/2018,12:45,2,51
39,02/10/2018,16:25,1,98
40,02/08/2018,16:34,1,50
40,02/08/2018,16:34,1,51
41,02/14/2018,8:20,1,2
42,02/15/2018,6:52,1,2
43,02/11/2018,1:17,3,50
43,02/11/2018,1:17,3,51
43,02/11/2018,1:17,3,98
44,02/08/2018,6:03,1,13
45,02/18/2018,12:50,1,83
45,02/18/2018,12:50,1,82
47,02/22/2018,19:15,1,13
48,02/17/2018,3:10,1,13
49,02/17/2018,8:20,1,66
49,02/17/2018,8:20,1,66
50,02/23/2018,18:00,1,50
50,02/23/2018,18:00,1,51
51,02/19/2018,7:50,1,6
52,02/26/2018,21:09,1,98
52,02/26/2018,21:09,1,98
53,02/27/2018,20:42,1,2
54,02/10/2018,22:06,1,7
55,02/18/2018,17:15,1,13
56,02/25/2018,15:48,1,64
56,02/25/2018,15:48,1,98
56,02/25/2018,15:48,1,65
57,02/22/2018,15:37,1,13
58,02/26/2018,16:26,1,2
59,02/27/2018,20:34,1,13
60,03/02/2018,4:44,1,2
61,03/03/2018,12:10,1,7
62,03/02/2018,14:28,1,13
63,03/11/2018,14:55,1,20
63,03/11/2018,14:55,1,21
63,03/11/2018,14:55,1,98
64,03/12/2018,18:14,1,6
65,03/11/2018,3:12,1,1
65,03/11/2018,3:12,1,98
66,03/10/2018,17:42,1,2
67,03/04/2018,2:44,2,98
67,03/04/2018,2:44,2,98
68,03/08/2018,2:10,3,48
68,03/08/2018,2:10,3,48
69,03/13/2018,6:36,1,50
69,03/13/2018,6:36,1,51
69,03/13/2018,6:36,1,98
70,03/10/2018,15:02,1,50
70,03/10/2018,15:02,1,51
71,03/10/2018,16:37,1,7
72,03/06/2018,10:17,1,82
72,03/06/2018,10:17,1,83
73,03/11/2018,20:15,1,50
73,03/11/2018,20:15,1,51
74,03/11/2018,0:41,1,6
75,03/15/2018,19:22,1,13
76,03/09/2018,22:02,1,98
77,03/16/2018,21:53,1,13
78,03/16/2018,21:34,1,13
79,03/19/2018,16:55,1,50
79,03/19/2018,16:55,1,51
80,03/17/2018,2:42,1,1
81,03/17/2018,19:35,1,2
82,03/21/2018,19:06,1,7
83,03/16/2018,1:50,1,11
84,03/22/2018,4:59,1,13
85,03/22/2018,11:23,1,69
85,03/22/2018,11:23,1,68
86,03/22/2018,23:40,2,98
86,03/22/2018,23:40,2,98
87,03/25/2018,13:15,1,1
88,03/24/2018,17:56,1,82
88,03/24/2018,17:56,1,83
89,03/26/2018,22:10,1,13
90,03/24/2018,10:49,1,2
91,03/27/2018,12:23,1,7
92,03/30/2018,22:45,1,1
93,03/24/2018,7:11,1,2
94,03/28/2018,21:02,1,13
96,04/06/2018,23:49,1,86
96,04/06/2018,23:49,1,87
97,04/06/2018,21:00,1,6
98,04/07/2018,20:14,1,25
98,04/07/2018,20:14,1,98
98,04/07/2018,20:14,1,24
99,04/07/2018,1:55,1,1
100,04/03/2018,23:08,1,98
101,04/14/2018,6:46,1,87
101,04/14/2018,6:46,1,86
102,04/14/2018,16:40,1,6
103,04/09/2018,23:35,2,50
103,04/09/2018,23:35,2,51
103,04/09/2018,23:35,2,98
103,04/09/2018,23:35,2,98
104,04/16/2018,2:00,2,6
105,04/16/2018,11:25,1,1
106,04/18/2018,22:37,1,24
106,04/18/2018,22:37,1,25
107,04/02/2018,23:52,1,98
108,04/14/2018,18:00,1,50
108,04/14/2018,18:00,1,51
109,04/20/2018,15:47,1,1
110,04/20/2018,4:51,1,7
111,04/21/2018,0:00,1,6
112,04/06/2018,15:55,1,7
113,04/21/2018,21:48,1,2
114,04/24/2018,21:35,1,13
115,04/16/2018,20:54,2,98
115,04/16/2018,20:54,2,98
116,04/19/2018,7:45,1,6
117,04/06/2018,21:07,1,1
118,04/24/2018,2:32,1,2
119,04/16/2018,19:33,1,88
119,04/16/2018,19:33,1,89
119,04/16/2018,19:33,1,98
120,04/30/2018,23:36,1,13
120,04/30/2018,23:36,1,98
121,04/27/2018,8:31,1,50
121,04/27/2018,8:31,1,51
122,05/01/2018,3:10,1,2
123,05/06/2018,11:18,1,13
124,05/02/2018,17:13,1,13
124,05/02/2018,17:13,1,98
124,05/02/2018,17:13,1,98
125,05/02/2018,19:13,1,88
125,05/02/2018,19:13,1,89
126,05/05/2018,12:38,1,72
126,05/05/2018,12:38,1,73
127,05/10/2018,11:08,1,1
128,05/11/2018,20:06,1,6
129,05/03/2018,2:31,1,13
130,05/13/2018,12:53,1,98
131,05/15/2018,21:03,1,88
131,05/15/2018,21:03,1,89
132,05/13/2018,23:45,1,6
133,05/13/2018,16:00,1,1
134,05/13/2018,12:44,1,1
135,05/13/2018,16:24,1,50
135,05/13/2018,16:24,1,51
136,05/15/2018,16:19,1,68
136,05/15/2018,16:19,1,69
137,05/11/2018,0:21,1,24
137,05/11/2018,0:21,1,25
138,05/19/2018,3:06,1,1
139,05/19/2018,12:53,1,98
139,05/19/2018,12:53,1,98
140,05/17/2018,12:15,1,50
140,05/17/2018,12:15,1,51
141,05/12/2018,17:51,1,6
142,05/21/2018,20:24,1,6
143,05/03/2018,15:15,1,13
144,05/14/2018,3:25,1,13
145,04/21/2018,1:25,1,1
146,05/22/2018,13:50,1,6
146,05/22/2018,13:50,1,98
146,05/22/2018,13:50,1,98
147,05/17/2018,17:02,1,64
147,05/17/2018,17:02,1,65
147,05/17/2018,17:02,1,98
147,05/17/2018,17:02,1,98
147,05/17/2018,17:02,1,98
147,05/17/2018,17:02,1,98
148,05/26/2018,15:06,1,98
149,05/11/2018,22:19,3,1
150,05/24/2018,5:26,1,7
151,05/28/2018,7:06,1,50
151,05/28/2018,7:06,1,51
152,05/23/2018,17:27,1,68
152,05/23/2018,17:27,1,69
153,05/30/2018,13:27,2,88
153,05/30/2018,13:27,2,89
154,05/26/2018,12:17,1,6
155,05/31/2018,1:50,1,14
156,05/12/2018,14:45,1,13
157,05/21/2018,11:50,1,88
157,05/21/2018,11:50,1,89
158,06/01/2018,22:48,2,7
159,06/02/2018,2:05,1,6
160,06/03/2018,22:30,1,2
161,06/04/2018,14:54,1,82
161,06/04/2018,14:54,1,83
162,06/07/2018,12:24,1,28
162,06/07/2018,12:24,1,29
162,06/07/2018,12:24,1,98
163,06/06/2018,5:29,1,0
165,06/09/2018,4:23,1,45
165,06/09/2018,4:23,1,44
166,06/10/2018,12:37,1,87
166,06/10/2018,12:37,1,86
167,06/10/2018,23:00,1,6
167,06/10/2018,23:00,1,98
168,06/02/2018,21:08,1,7
169,06/02/2018,15:17,1,13
170,06/04/2018,8:30,1,64
170,06/04/2018,8:30,1,65
170,06/04/2018,8:30,1,98
171,06/04/2018,12:57,1,13
172,06/09/2018,16:20,1,66
172,06/09/2018,16:20,1,66
173,06/10/2018,21:40,1,6
174,06/10/2018,0:28,1,6
175,06/11/2018,23:57,1,13
176,06/12/2018,18:00,1,1
177,06/14/2018,9:15,2,50
177,06/14/2018,9:15,2,51
177,06/14/2018,9:15,2,98
178,06/16/2018,15:56,1,2
179,06/12/2018,23:20,1,1
179,06/12/2018,23:20,1,98
180,05/10/2018,21:10,1,13
181,06/17/2018,4:41,1,50
181,06/17/2018,4:41,1,51
182,06/17/2018,9:24,1,13
183,06/13/2018,5:34,2,7
184,06/13/2018,10:13,1,13
185,02/02/2018,17:54,1,68
185,02/02/2018,17:54,1,69
186,02/02/2018,0:45,1,1
187,02/25/2018,18:42,1,13
188,03/03/2018,13:37,1,1
189,03/17/2018,12:32,1,6
190,01/14/2018,17:49,1,68
190,01/14/2018,17:49,1,69
191,01/30/2018,13:03,1,13
192,06/14/2018,12:20,1,2
193,06/13/2018,13:32,1,6
194,06/19/2018,0:51,1,68
194,06/19/2018,0:51,1,69
195,06/18/2018,19:38,1,69
195,06/18/2018,19:38,1,68
196,05/28/2018,2:44,1,2
197,05/15/2018,22:05,1,50
197,05/15/2018,22:05,1,51
198,06/21/2018,23:27,1,98
198,06/21/2018,23:27,1,98
199,06/22/2018,3:01,1,12
200,06/16/2018,20:23,1,88
200,06/16/2018,20:23,1,89
201,06/19/2018,0:02,1,2
202,06/17/2018,20:41,1,82
202,06/17/2018,20:41,1,83
202,06/17/2018,20:41,1,98
203,06/24/2018,1:32,1,1
204,06/27/2018,6:42,1,1
205,06/21/2018,17:00,1,50
205,06/21/2018,17:00,1,51
206,06/07/2018,6:19,1,98
207,06/11/2018,22:02,2,50
207,06/11/2018,22:02,2,51
207,06/11/2018,22:02,2,98
207,06/11/2018,22:02,2,98
208,06/28/2018,17:20,4,14
209,06/10/2018,18:38,1,1
210,07/02/2018,16:07,1,73
210,07/02/2018,16:07,1,72
211,07/04/2018,2:14,2,1
212,07/01/2018,2:03,1,13
213,07/04/2018,20:06,1,1
214,07/06/2018,22:01,1,69
214,07/06/2018,22:01,1,68
214,07/06/2018,22:01,1,98
215,07/02/2018,9:28,1,6
216,07/06/2018,22:43,1,6
217,07/08/2018,0:54,2,13
218,07/06/2018,11:55,1,6
219,07/04/2018,9:00,1,13
220,07/01/2018,14:30,1,1
221,07/03/2018,13:58,1,13
222,07/11/2018,7:00,1,82
222,07/11/2018,7:00,1,83
223,07/11/2018,1:55,1,1
224,07/14/2018,6:58,1,13
225,07/09/2018,7:36,1,82
225,07/09/2018,7:36,1,83
226,07/11/2018,13:51,1,6
227,07/03/2018,22:31,1,13
228,06/28/2018,22:11,1,48
228,06/28/2018,22:11,1,48
229,07/03/2018,20:13,1,50
229,07/03/2018,20:13,1,51
230,06/23/2018,20:00,1,13
231,07/07/2018,0:32,1,47
231,07/07/2018,0:32,1,45
232,07/06/2018,19:22,1,89
232,07/06/2018,19:22,1,88
233,07/14/2018,16:36,1,13
234,07/14/2018,10:45,1,88
234,07/14/2018,10:45,1,89
235,05/01/2018,13:56,1,13
236,07/18/2018,13:10,1,28
236,07/18/2018,13:10,1,29
236,07/18/2018,13:10,1,98
237,07/19/2018,14:54,2,83
237,07/19/2018,14:54,2,82
237,07/19/2018,14:54,2,98
238,07/01/2018,16:06,1,50
238,07/01/2018,16:06,1,51
238,07/01/2018,16:06,1,98
238,07/01/2018,16:06,1,98
238,07/01/2018,16:06,1,98
239,07/12/2018,18:53,1,7
240,07/12/2018,23:06,1,13
241,07/11/2018,16:11,1,6
242,07/11/2018,18:54,2,69
242,07/11/2018,18:54,2,98
242,07/11/2018,18:54,2,68
242,07/11/2018,18:54,2,98
243,07/14/2018,8:30,1,50
243,07/14/2018,8:30,1,51
244,07/14/2018,16:36,3,1
245,07/15/2018,17:30,1,50
245,07/15/2018,17:30,1,51
246,07/16/2018,0:00,1,1
247,07/12/2018,21:21,1,68
247,07/12/2018,21:21,1,69
248,07/22/2018,17:27,1,1
249,07/20/2018,23:06,1,1
250,07/16/2018,23:06,1,6
251,07/17/2018,15:53,1,70
251,07/17/2018,15:53,1,71
252,07/21/2018,18:09,1,98
252,07/21/2018,18:09,1,98
253,07/20/2018,18:37,1,50
253,07/20/2018,18:37,1,51
254,07/22/2018,11:47,1,1
255,07/18/2018,2:51,1,13
256,07/25/2018,17:16,1,1
256,07/25/2018,17:16,1,98
257,07/24/2018,12:11,2,6
258,07/25/2018,16:22,1,50
258,07/25/2018,16:22,1,51
259,07/26/2018,8:11,1,2
260,07/28/2018,8:46,1,6
261,07/31/2018,17:40,1,28
261,07/31/2018,17:40,1,29
262,07/20/2018,20:10,1,1
263,07/26/2018,4:21,1,1
264,07/30/2018,21:02,1,24
264,07/30/2018,21:02,1,25
264,07/30/2018,21:02,1,98
265,07/22/2018,0:57,1,6
266,08/05/2018,13:18,1,6
267,07/29/2018,23:22,1,1
268,08/08/2018,17:55,1,13
269,08/06/2018,14:55,2,7
270,08/03/2018,3:44,1,7
271,08/09/2018,1:45,1,13
272,08/10/2018,11:49,1,2
273,08/09/2018,10:21,1,13
274,08/05/2018,21:44,1,50
274,08/05/2018,21:44,1,51
275,07/24/2018,2:31,1,1
276,08/06/2018,16:10,3,86
276,08/06/2018,16:10,3,87
277,08/03/2018,2:49,1,50
277,08/03/2018,2:49,1,51
277,08/03/2018,2:49,1,98
277,08/03/2018,2:49,1,98
278,08/04/2018,14:40,1,6
279,07/31/2018,13:28,1,1
280,07/25/2018,16:57,1,2
281,07/11/2018,0:22,1,1
282,08/05/2018,17:02,1,1
283,08/16/2018,13:25,1,1
284,08/09/2018,23:13,1,20
284,08/09/2018,23:13,1,21
284,08/09/2018,23:13,1,98
284,08/09/2018,23:13,1,98
284,08/09/2018,23:13,1,98
285,08/19/2018,20:24,1,66
285,08/19/2018,20:24,1,66
286,08/12/2018,6:48,1,1
287,08/09/2018,12:19,1,6
288,07/25/2018,8:46,1,11
289,06/17/2018,2:49,1,13
290,08/19/2018,21:20,1,64
290,08/19/2018,21:20,1,65
290,08/19/2018,21:20,1,98
290,08/19/2018,21:20,1,98
291,06/27/2018,13:42,1,1
292,08/13/2018,7:14,1,88
292,08/13/2018,7:14,1,98
292,08/13/2018,7:14,1,98
292,08/13/2018,7:14,1,89
293,06/22/2018,0:26,1,89
293,06/22/2018,0:26,1,88
293,06/22/2018,0:26,1,98
293,06/22/2018,0:26,1,98
295,07/27/2018,5:54,2,2
296,08/18/2018,0:10,1,13
297,08/27/2018,13:16,1,6
297,08/27/2018,13:16,1,98
298,08/10/2018,0:25,1,13
298,08/10/2018,0:25,1,98
299,07/28/2018,23:32,1,69
299,07/28/2018,23:32,1,68
301,08/18/2018,13:00,2,64
301,08/18/2018,13:00,2,65
301,08/18/2018,13:00,2,98
302,08/27/2018,10:54,1,87
302,08/27/2018,10:54,1,86
303,08/31/2018,5:30,1,86
303,08/31/2018,5:30,1,87
304,09/04/2018,19:18,1,1
305,08/30/2018,11:23,1,6
306,07/29/2018,8:23,1,1
307,07/22/2018,1:55,1,13
307,07/22/2018,1:55,1,98
307,07/22/2018,1:55,1,98
307,07/22/2018,1:55,1,98
308,07/25/2018,18:32,1,13
309,08/02/2018,23:48,1,13
310,08/29/2018,18:41,1,6
311,09/03/2018,15:23,2,6
312,09/08/2018,20:03,1,13
313,08/26/2018,19:27,2,98
314,08/10/2018,10:56,1,68
314,08/10/2018,10:56,1,69
315,08/15/2018,0:00,3,99
316,08/18/2018,16:26,1,1
317,08/18/2018,18:12,1,82
317,08/18/2018,18:12,1,83
318,08/23/2018,2:43,1,98
319,08/21/2018,20:47,1,68
319,08/21/2018,20:47,1,69
320,09/06/2018,12:33,1,20
320,09/06/2018,12:33,1,21
321,09/07/2018,23:34,1,6
321,09/07/2018,23:34,1,98
322,09/04/2018,20:30,1,6
323,09/08/2018,7:45,1,86
323,09/08/2018,7:45,1,87
324,09/12/2018,12:55,1,13
325,09/07/2018,5:45,1,24
325,09/07/2018,5:45,1,25
326,09/13/2018,7:04,1,50
326,09/13/2018,7:04,1,51
326,09/13/2018,7:04,1,98
326,09/13/2018,7:04,1,98
327,09/07/2018,17:28,1,64
327,09/07/2018,17:28,1,65
327,09/07/2018,17:28,1,98
327,09/07/2018,17:28,1,98
328,09/05/2018,11:39,1,50
328,09/05/2018,11:39,1,51
329,09/15/2018,8:04,1,98
330,09/14/2018,12:23,1,50
330,09/14/2018,12:23,1,51
330,09/14/2018,12:23,1,98
331,09/13/2018,17:50,1,86
331,09/13/2018,17:50,1,87
332,08/31/2018,5:48,3,50
332,08/31/2018,5:48,3,51
333,09/17/2018,22:12,1,13
334,09/09/2018,14:54,1,13
335,09/07/2018,14:47,1,13
336,09/12/2018,10:56,1,89
336,09/12/2018,10:56,1,88
337,07/20/2018,22:09,1,14
338,09/18/2018,23:47,1,24
338,09/18/2018,23:47,1,25
339,09/13/2018,8:02,1,50
339,09/13/2018,8:02,1,51
340,08/25/2018,4:31,2,50
340,08/25/2018,4:31,2,51
341,09/23/2018,0:01,1,1
343,04/01/2018,19:20,1,7
344,09/30/2018,15:57,1,13
345,10/01/2018,23:04,1,66
345,10/01/2018,23:04,1,66
346,07/05/2018,17:27,1,1
347,09/05/2018,23:30,1,1
348,09/07/2018,21:38,1,24
348,09/07/2018,21:38,1,25
349,10/01/2018,5:59,1,68
349,10/01/2018,5:59,1,69
350,09/24/2018,14:55,1,82
350,09/24/2018,14:55,1,83
351,10/07/2018,2:17,4,1
352,10/06/2018,22:28,1,13
353,10/07/2018,19:50,1,13
354,07/11/2018,6:52,1,13
355,10/03/2018,4:26,1,13
356,10/01/2018,6:05,1,88
356,10/01/2018,6:05,1,89
357,10/06/2018,23:20,2,14
358,09/18/2018,21:02,1,13
358,09/18/2018,21:02,1,98
359,09/19/2018,17:58,1,68
359,09/19/2018,17:58,1,69
361,09/30/2018,5:26,1,69
361,09/30/2018,5:26,1,68
362,10/11/2018,5:10,1,98
362,10/11/2018,5:10,1,98
363,10/09/2018,5:38,1,68
363,10/09/2018,5:38,1,69
364,10/07/2018,14:15,1,66
364,10/07/2018,14:15,1,66
365,10/08/2018,19:19,1,13
366,10/06/2018,1:28,1,7
367,10/12/2018,21:14,1,13
368,10/10/2018,14:14,1,28
368,10/10/2018,14:14,1,29
368,10/10/2018,14:14,1,98
369,10/13/2018,10:54,1,72
369,10/13/2018,10:54,1,73
370,10/13/2018,21:23,1,1
371,10/16/2018,17:43,1,50
371,10/16/2018,17:43,1,51
372,09/24/2018,20:32,1,13
374,10/15/2018,22:11,1,0
375,10/14/2018,21:18,1,6
376,10/19/2018,23:15,1,13
377,10/02/2018,13:58,1,6
378,10/18/2018,16:42,1,98
379,09/27/2018,13:30,1,68
379,09/27/2018,13:30,1,69
380,07/13/2018,10:57,1,82
380,07/13/2018,10:57,1,83
381,10/23/2018,9:45,1,6
382,10/13/2018,3:01,1,98
383,10/10/2018,21:13,2,88
383,10/10/2018,21:13,2,89
384,10/27/2018,3:56,1,50
384,10/27/2018,3:56,1,51
385,08/05/2018,20:05,1,1
386,10/03/2018,19:00,1,82
386,10/03/2018,19:00,1,83
387,10/11/2018,20:39,1,13
388,10/01/2018,14:31,1,83
388,10/01/2018,14:31,1,82
389,10/18/2018,8:10,1,13
390,10/12/2018,5:09,2,50
390,10/12/2018,5:09,2,51
391,10/27/2018,22:36,1,1
392,09/02/2018,2:19,1,6
393,10/28/2018,23:41,1,13
394,10/22/2018,2:00,1,1
395,10/28/2018,23:54,1,1
396,10/12/2018,21:30,1,1
397,11/03/2018,11:17,1,1
398,11/04/2018,12:34,1,98
399,11/04/2018,11:55,1,13
400,11/02/2018,19:00,1,6
402,11/03/2018,22:13,1,64
402,11/03/2018,22:13,1,65
403,11/03/2018,22:06,1,50
403,11/03/2018,22:06,1,51
404,11/04/2018,18:15,1,13
405,10/01/2018,16:55,1,62
405,10/01/2018,16:55,1,62
406,11/08/2018,18:44,1,13
407,11/02/2018,13:19,1,46
407,11/02/2018,13:19,1,45
408,11/07/2018,17:24,1,20
408,11/07/2018,17:24,1,21
408,11/07/2018,17:24,1,98
408,11/07/2018,17:24,1,98
408,11/07/2018,17:24,1,98
409,11/06/2018,23:05,1,6
409,11/06/2018,23:05,1,98
409,11/06/2018,23:05,1,98
409,11/06/2018,23:05,1,98
410,11/03/2018,19:45,1,50
410,11/03/2018,19:45,1,51
411,10/08/2018,20:33,1,6
412,11/14/2018,12:28,1,1
413,10/17/2018,6:00,1,64
413,10/17/2018,6:00,1,65
413,10/17/2018,6:00,1,98
413,10/17/2018,6:00,1,98
414,11/09/2018,16:17,1,98
414,11/09/2018,16:17,1,98
415,11/15/2018,7:47,1,1
416,11/15/2018,23:24,1,7
417,10/25/2018,22:45,1,1
418,10/29/2018,17:27,1,87
418,10/29/2018,17:27,1,86
419,11/19/2018,10:30,1,1
420,11/11/2018,22:27,1,13
420,11/11/2018,22:27,1,98
420,11/11/2018,22:27,1,98
421,11/12/2018,11:15,1,6
422,10/19/2018,23:49,1,13
423,10/14/2018,18:53,1,45
423,10/14/2018,18:53,1,46
425,11/14/2018,14:00,1,13
426,11/23/2018,16:02,1,13
427,11/17/2018,17:05,1,13
428,11/25/2018,18:20,1,13
429,11/23/2018,7:27,1,1
430,11/18/2018,11:15,1,1
431,11/17/2018,0:35,1,6
432,11/17/2018,16:35,1,6
433,11/19/2018,16:34,1,50
433,11/19/2018,16:34,1,51
433,11/19/2018,16:34,1,98
434,11/21/2018,22:39,1,13
435,11/24/2018,20:45,2,44
435,11/24/2018,20:45,2,45
435,11/24/2018,20:45,2,98
435,11/24/2018,20:45,2,98
436,09/23/2018,18:15,1,6
437,10/17/2018,19:58,1,68
437,10/17/2018,19:58,1,69
438,12/01/2018,18:26,1,82
438,12/01/2018,18:26,1,83
438,12/01/2018,18:26,1,98
439,12/02/2018,7:27,1,6
440,11/24/2018,14:29,1,6
441,11/21/2018,20:29,1,7
442,12/03/2018,9:01,1,7
443,11/23/2018,23:50,1,2
444,11/28/2018,7:03,1,50
444,11/28/2018,7:03,1,51
445,11/26/2018,12:20,1,68
445,11/26/2018,12:20,1,69
446,11/06/2018,12:02,1,89
446,11/06/2018,12:02,1,88
447,11/09/2018,22:35,1,68
447,11/09/2018,22:35,1,69
448,11/22/2018,13:07,1,50
448,11/22/2018,13:07,1,51
449,11/22/2018,20:07,1,6
450,11/23/2018,0:39,1,2
451,12/04/2018,11:51,1,13
452,12/08/2018,1:18,1,13
453,12/05/2018,5:30,1,82
453,12/05/2018,5:30,1,83
453,12/05/2018,5:30,1,98
454,12/11/2018,20:30,1,13
455,12/10/2018,20:31,1,50
455,12/10/2018,20:31,1,51
455,12/10/2018,20:31,1,98
456,11/28/2018,4:30,2,46
456,11/28/2018,4:30,2,45
457,12/05/2018,13:15,1,1
460,12/04/2018,0:59,2,66
460,12/04/2018,0:59,2,66
461,12/08/2018,12:56,1,50
461,12/08/2018,12:56,1,51
462,12/16/2018,6:52,1,1
463,12/11/2018,15:15,1,66
463,12/11/2018,15:15,1,66
464,12/11/2018,11:58,1,98
465,12/16/2018,2:55,1,6
466,12/10/2018,8:20,1,50
466,12/10/2018,8:20,1,51
466,12/10/2018,8:20,1,98
467,12/12/2018,0:00,1,0
468,12/12/2018,4:26,1,98
468,12/12/2018,4:26,1,98
469,12/18/2018,6:27,1,13
470,12/17/2018,21:23,1,13
471,12/19/2018,7:26,1,20
471,12/19/2018,7:26,1,21
471,12/19/2018,7:26,1,98
472,12/18/2018,5:21,1,13
473,12/14/2018,21:05,1,6
474,12/20/2018,3:20,1,13
475,12/23/2018,15:46,1,1
476,12/23/2018,0:28,1,1
477,12/28/2018,16:44,1,13
478,12/10/2018,18:12,1,50
478,12/10/2018,18:12,1,51
479,12/28/2018,14:10,1,6
480,12/30/2018,4:55,1,7
480,12/30/2018,4:55,1,98
481,12/27/2018,21:40,1,13
482,12/16/2018,16:50,1,82
482,12/16/2018,16:50,1,83
483,12/30/2018,18:07,1,13
483,12/30/2018,18:07,1,98
483,12/30/2018,18:07,1,98
485,12/26/2018,9:56,1,13
486,12/13/2018,17:12,1,13
487,08/01/2018,14:40,2,99
488,11/26/2018,17:40,1,2
489,12/31/2018,18:08,1,13
490,12/31/2018,13:40,1,28
490,12/31/2018,13:40,1,29
490,12/31/2018,13:40,1,98
491,11/08/2018,17:36,1,13
492,11/23/2018,18:05,1,13
493,11/28/2018,21:00,1,13
494,11/04/2018,17:56,1,13
495,12/12/2018,22:07,1,13
496,12/22/2018,17:04,1,13
497,12/31/2018,17:54,1,13
498,12/23/2018,8:00,1,6
500,02/14/2018,2:00,1,13
501,10/22/2018,9:50,1,6
502,12/02/2018,17:32,1,13
503,11/01/2018,4:51,1,1
504,09/25/2018,2:28,1,1
505,06/21/2018,15:55,1,87
505,06/21/2018,15:55,1,86
505,06/21/2018,15:55,1,98
505,06/21/2018,15:55,1,98
505,06/21/2018,15:55,1,98
506,06/30/2018,0:37,1,98
507,10/11/2018,23:50,1,2
1,01/05/2019,18:23,1,1
2,01/03/2019,8:18,1,89
2,01/03/2019,8:18,1,88
3,01/14/2019,6:02,1,66
3,01/14/2019,6:02,1,66
4,01/06/2019,1:12,1,13
5,01/02/2019,15:17,1,1
6,01/01/2019,3:07,1,1
7,01/07/2019,17:38,1,1
8,01/09/2019,10:15,1,13
9,01/09/2019,7:49,1,50
9,01/09/2019,7:49,1,51
9,01/09/2019,7:49,1,98
10,01/11/2019,20:19,1,13
11,01/15/2019,19:45,1,13
12,01/13/2019,15:16,1,83
12,01/13/2019,15:16,1,82
13,01/02/2019,15:00,2,1
14,01/01/2019,1:09,1,13
15,01/17/2019,6:44,1,13
16,01/17/2019,0:00,1,2
17,01/04/2019,4:55,1,98
17,01/04/2019,4:55,1,98
17,01/04/2019,4:55,1,98
17,01/04/2019,4:55,1,98
17,01/04/2019,4:55,1,98
18,01/09/2019,5:19,2,50
18,01/09/2019,5:19,2,51
19,01/04/2019,0:04,1,1
20,01/23/2019,13:23,1,50
20,01/23/2019,13:23,1,51
21,01/14/2019,19:37,1,13
22,01/23/2019,23:43,1,24
22,01/23/2019,23:43,1,25
23,01/11/2019,20:25,1,20
23,01/11/2019,20:25,1,21
23,01/11/2019,20:25,1,98
23,01/11/2019,20:25,1,98
24,01/18/2019,2:32,1,6
25,01/25/2019,18:57,1,13
26,01/13/2019,3:32,1,6
27,01/18/2019,10:10,1,25
27,01/18/2019,10:10,1,24
28,01/25/2019,10:51,1,6
29,01/27/2019,9:14,2,7
30,01/25/2019,15:05,1,50
30,01/25/2019,15:05,1,51
31,01/29/2019,17:45,1,24
31,01/29/2019,17:45,1,25
31,01/29/2019,17:45,1,98
32,01/25/2019,20:23,1,24
32,01/25/2019,20:23,1,25
33,02/01/2019,20:10,1,50
33,02/01/2019,20:10,1,51
33,02/01/2019,20:10,1,98
34,02/05/2019,18:20,1,13
35,01/16/2019,20:50,1,80
35,01/16/2019,20:50,1,81
36,02/02/2019,16:51,1,46
36,02/02/2019,16:51,1,45
37,02/06/2019,0:13,1,1
38,02/04/2019,16:48,1,2
39,02/02/2019,20:30,2,24
39,02/02/2019,20:30,2,25
39,02/02/2019,20:30,2,98
39,02/02/2019,20:30,2,98
39,02/02/2019,20:30,2,98
39,02/02/2019,20:30,2,98
39,02/02/2019,20:30,2,98
